delta;qdRe1;qdRe2;qdRe3;qdRe4;qdIm1;qdIm2;qdIm3;qdIm4
3.0442722120642997e-05;0.0002793362738208805;4.100788089907296e-05;-4.1007880899079527e-05;-0.0002793362738208804;1.3908157563635504e-06;1.030989735079575e-07;-1.0309897351328604e-07;-1.3908157563651899e-06
3.0866649433372746e-05;0.00027935726124152883;4.1290854002129931e-05;-4.129085400213134e-05;-0.00027935726124152851;1.3908184878788855e-06;1.0381820876182222e-07;-1.0381820875258197e-07;-1.3908184878802298e-06
3.1296480106707503e-05;0.00027937853768966747;4.1575757921525651e-05;-4.1575757921519071e-05;-0.00027937853768966823;1.3908212757765455e-06;1.0454251437217582e-07;-1.0454251438274918e-07;-1.3908212757780149e-06
3.1732296347349797e-05;0.00027940010710031491;4.1862605376903724e-05;-4.1862605376894759e-05;-0.00027940010710031594;1.3908241213545979e-06;1.0527192722855144e-07;-1.0527192722602271e-07;-1.3908241213536342e-06
3.2174181506763714e-05;0.00027942197346079496;4.2151409162267886e-05;-4.2151409162273829e-05;-0.00027942197346079355;1.3908270258012817e-06;1.0600648376966495e-07;-1.0600648387164992e-07;-1.3908270259143265e-06
3.2622220097116666e-05;0.0002794441408114009;4.2442182146145868e-05;-4.2442182146145116e-05;-0.0002794441408114002;1.3908299906562867e-06;1.0674622194396355e-07;-1.067462220456457e-07;-1.3908299907663414e-06
3.3076497807442423e-05;0.00027946661324606913;4.2734937271743475e-05;-4.2734937271746863e-05;-0.00027946661324606956;1.3908330173448956e-06;1.0749117933318539e-07;-1.0749117921802784e-07;-1.3908330172359354e-06
3.3537101520029289e-05;0.00027948939491305252;4.3029687557219544e-05;-4.3029687557226774e-05;-0.00027948939491305084;1.3908361070889106e-06;1.0824139406624066e-07;-1.0824139405703941e-07;-1.3908361070911029e-06
3.4004119327037097e-05;0.00027951249001559265;4.3326446095973127e-05;-4.3326446095978813e-05;-0.00027951249001559282;1.3908392615576246e-06;1.0899690419998917e-07;-1.0899690408067129e-07;-1.3908392614476481e-06
3.447764054734464e-05;0.00027953590281262281;4.3625226056767472e-05;-4.3625226056769857e-05;-0.000279535902812624;1.3908424820960248e-06;1.0975774850749818e-07;-1.0975774852296355e-07;-1.3908424820973381e-06
3.4957755743632718e-05;0.00027955963761946024;4.3926040683867895e-05;-4.3926040683874055e-05;-0.00027955963761946116;1.3908457702827933e-06;1.1052396552557755e-07;-1.1052396562549636e-07;-1.3908457703935318e-06
3.5444556739704355e-05;0.00027958369880850902;4.4228903297522079e-05;-4.4228903297519565e-05;-0.00027958369880850756;1.3908491278138673e-06;1.1129559484432672e-07;-1.1129559495994072e-07;-1.3908491279276513e-06
3.5938136638046256e-05;0.00027960809080997275;4.4533827293802855e-05;-4.4533827293804956e-05;-0.00027960809080997205;1.3908525561769161e-06;1.1207267543335108e-07;-1.1207267553896304e-07;-1.3908525562869029e-06
3.643858983763548e-05;0.00027963281811257924;4.4840826145094213e-05;-4.4840826145087817e-05;-0.00027963281811257983;1.3908560571989605e-06;1.1285524756944939e-07;-1.1285524745538757e-07;-1.3908560570850657e-06
3.6946012051993025e-05;0.00027965788526430706;4.5149913400106226e-05;-4.5149913400112508e-05;-0.00027965788526430679;1.3908596323801259e-06;1.1364335155742338e-07;-1.1364335156902093e-07;-1.390859632378178e-06
3.7460500327489892e-05;0.00027968329687311526;4.5461102684088531e-05;-4.5461102684080677e-05;-0.00027968329687311406;1.3908632834642062e-06;1.1443702697259312e-07;-1.1443702708595889e-07;-1.3908632835744603e-06
3.7982153061907363e-05;0.00027970905760769618;4.5774407699081417e-05;-4.5774407699083186e-05;-0.00027970905760769715;1.3908670124153033e-06;1.1523631536202771e-07;-1.1523631546443417e-07;-1.390867012525281e-06
3.8511070023255685e-05;0.0002797351721982224;4.6089842224026549e-05;-4.6089842224021772e-05;-0.00027973517219822283;1.390870820993934e-06;1.1604125765667147e-07;-1.1604125776205436e-07;-1.3908708211052691e-06
3.9047352368855639e-05;0.00027976164543710454;4.6407420114935121e-05;-4.6407420114929889e-05;-0.00027976164543710487;1.3908747110815415e-06;1.1685189465300095e-07;-1.1685189453741545e-07;-1.3908747109683484e-06
3.9591102664684589e-05;0.00027978848217976308;4.6727155305034094e-05;-4.6727155305026396e-05;-0.00027978848217976411;1.3908786844533044e-06;1.176682686598683e-07;-1.1766826866080474e-07;-1.3908786844546814e-06
4.0142424904993178e-05;0.00027981568734539966;4.7049061804923948e-05;-4.7049061804928508e-05;-0.00027981568734539847;1.3908827433527425e-06;1.1849042242383536e-07;-1.1849042252708955e-07;-1.39088274346433e-06
4.0701424532194387e-05;0.00027984326591778215;4.7373153702815417e-05;-4.7373153702814055e-05;-0.00027984326591778247;1.3908868896877487e-06;1.1931839716828135e-07;-1.1931839715699046e-07;-1.3908868896874628e-06
4.1268208457029516e-05;0.00027987122294603864;4.7699445164547449e-05;-4.7699445164545714e-05;-0.0002798712229460381;1.3908911254989638e-06;1.2015223617421928e-07;-1.2015223618525358e-07;-1.3908911254998119e-06
4.1842885079015846e-05;0.0002798995635454544;4.8027950433688728e-05;-4.8027950433689188e-05;-0.00027989956354545413;1.390895452838376e-06;1.209919818325568e-07;-1.2099198182954684e-07;-1.3908954528380321e-06
4.242556430717777e-05;0.00027992829289827815;4.8358683831879367e-05;-4.8358683831875213e-05;-0.00027992829289827723;1.3908998740990076e-06;1.2183767878453359e-07;-1.2183767878649366e-07;-1.3908998741005765e-06
4.3016357581067908e-05;0.00027995741625454229;4.8691659758690489e-05;-4.8691659758693355e-05;-0.00027995741625454272;1.3909043914687009e-06;1.2268937048976105e-07;-1.2268937049928432e-07;-1.3909043914691409e-06
4.3615377892080056e-05;0.000279986938932884;4.9026892691904753e-05;-4.9026892691907741e-05;-0.00027998693893288486;1.3909090071485086e-06;1.2354710053876164e-07;-1.2354710054344801e-07;-1.3909090071478323e-06
4.4222739805058967e-05;0.00028001686632138367;4.9364397187573254e-05;-4.9364397187574202e-05;-0.00028001686632138335;1.3909137235737443e-06;1.2441091386199387e-07;-1.2441091386279461e-07;-1.3909137235748455e-06
4.4838559480211908e-05;0.00028004720387839248;4.9704187880094122e-05;-4.9704187880102356e-05;-0.00028004720387839177;1.3909185430856758e-06;1.252808550992613e-07;-1.2528085522213346e-07;-1.3909185431941697e-06
4.5462954695323996e-05;0.00028007795713339906;5.0046279482270871e-05;-5.004627948227367e-05;-0.00028007795713339923;1.3909234682569069e-06;1.2615696930448683e-07;-1.2615696930969372e-07;-1.3909234682557206e-06
4.6096044868284293e-05;0.00028010913168787139;5.0390686785471514e-05;-5.0390686785474713e-05;-0.0002801091316878708;1.3909285015672315e-06;1.2703930268736564e-07;-1.2703930278922005e-07;-1.3909285016792336e-06
4.6737951079924638e-05;0.00028014073321613457;5.0737424659680608e-05;-5.0737424659682241e-05;-0.00028014073321613566;1.3909336457371032e-06;1.279279007532622e-07;-1.2792790076789345e-07;-1.3909336457370024e-06
4.7388796097176511e-05;0.00028017276746623659;5.1086508053426035e-05;-5.1086508053423752e-05;-0.00028017276746623756;1.3909389032725918e-06;1.2882280995917501e-07;-1.2882281007284495e-07;-1.3909389033840745e-06
4.804870439655134e-05;0.00028020524026083809;5.1437951994075838e-05;-5.1437951994075059e-05;-0.00028020524026083836;1.3909442770385464e-06;1.2972407687966747e-07;-1.297240769981469e-07;-1.3909442771498644e-06
4.8717802187946306e-05;0.00028023815749809479;5.1791771587624427e-05;-5.1791771587619439e-05;-0.00028023815749809533;1.3909497699044024e-06;1.3063174868976067e-07;-1.3063174856899747e-07;-1.3909497697931821e-06
4.9396217438783158e-05;0.00028027152515256863;5.214798201893818e-05;-5.2147982018947538e-05;-0.00028027152515256668;1.3909553845462694e-06;1.3154587286198016e-07;-1.3154587286190247e-07;-1.3909553845449313e-06
5.0084079898482121e-05;0.0002803053492761236;5.250659855164289e-05;-5.2506598551641602e-05;-0.00028030534927612306;1.3909611240902373e-06;1.3246649748675396e-07;-1.3246649760081034e-07;-1.3909611242013318e-06
5.0781521123276707e-05;0.00028033963599885368;5.286763652816465e-05;-5.2867636528166595e-05;-0.00028033963599885455;1.3909669915804991e-06;1.3339367030609082e-07;-1.3339367030802118e-07;-1.3909669915812557e-06
5.1488674501374979e-05;0.00028037439153000092;5.3231111369753994e-05;-5.3231111369750769e-05;-0.00028037439152999978;1.390972990074962e-06;1.3432744061225949e-07;-1.3432744070989701e-07;-1.3909729901854352e-06
5.2205675278469751e-05;0.0002804096221588859;5.3597038576522817e-05;-5.359703857652506e-05;-0.00028040962215888704;1.3909791228673583e-06;1.3526785698968637e-07;-1.3526785698684232e-07;-1.3909791228683241e-06
5.2932660583605558e-05;0.00028044533425586468;5.3965433727325488e-05;-5.396543372732746e-05;-0.00028044533425586511;1.3909853930551333e-06;1.3621496887337313e-07;-1.3621496898153593e-07;-1.3909853931669864e-06
5.3669769455404758e-05;0.0002804815342732603;5.4336312479776839e-05;-5.433631247977917e-05;-0.00028048153427326057;1.3909918041983931e-06;1.3716882618112148e-07;-1.3716882619063348e-07;-1.3909918041988048e-06
5.4417142868658877e-05;0.00028051822874633551;5.4709690570211455e-05;-5.4709690570217554e-05;-0.00028051822874633589;1.3909983596560024e-06;1.3812947962026785e-07;-1.3812947973262381e-07;-1.3909983597661216e-06
5.5174923761291287e-05;0.00028055542429425439;5.5085583813681384e-05;-5.508558381368278e-05;-0.00028055542429425521;1.3910050630258533e-06;1.3909697922147208e-07;-1.3909697922029346e-07;-1.3910050630255251e-06
5.5943257061693773e-05;0.00028059312762106258;5.5464008103776008e-05;-5.5464008103772844e-05;-0.00028059312762106247;1.3910119179291685e-06;1.4007137648580346e-07;-1.4007137637672185e-07;-1.3910119178192251e-06
5.6722289716445377e-05;0.00028063134551666675;5.5844979412650783e-05;-5.5844979412651542e-05;-0.00028063134551666789;1.3910189280151059e-06;1.4105272294298673e-07;-1.4105272294027739e-07;-1.3910189280161605e-06
5.7512170718416137e-05;0.00028067008485783187;5.6228513790913261e-05;-5.6228513790910863e-05;-0.00028067008485783089;1.3910260972809312e-06;1.4204107073233686e-07;-1.420410707422774e-07;-1.3910260972793779e-06
5.8313051135262185e-05;0.00028070935260917778;5.6614627367426696e-05;-5.6614627367429346e-05;-0.0002807093526091794;1.3910334294183431e-06;1.4303647150096885e-07;-1.4303647160946585e-07;-1.3910334295294923e-06
5.912508413831881e-05;0.00028074915582420202;5.7003336349387513e-05;-5.7003336349382397e-05;-0.00028074915582420299;1.3910409286967385e-06;1.4403897860888978e-07;-1.4403897860487015e-07;-1.3910409286966136e-06
5.9948425031894089e-05;0.00028078950164627962;5.7394657022013075e-05;-5.7394657022007864e-05;-0.00028078950164627908;1.3910485990771394e-06;1.4504864529930174e-07;-1.4504864541962515e-07;-1.3910485991879857e-06
6.0783231282972236e-05;0.00028083039730970345;5.7788605748444653e-05;-5.7788605748442437e-05;-0.00028083039730970307;1.3910564449917211e-06;1.4606552535009045e-07;-1.4606552535172969e-07;-1.3910564449935371e-06
6.1629662551329422e-05;0.0002808718501407148;5.818519896968418e-05;-5.8185198969693829e-05;-0.00028087185014071388;1.3910644705668268e-06;1.4708967242672565e-07;-1.4708967243387527e-07;-1.3910644705674426e-06
6.2487880720068882e-05;0.00028091386755854642;5.8584453204300355e-05;-5.8584453204302191e-05;-0.00028091386755854539;1.3910726805075569e-06;1.4812114188345522e-07;-1.4812114176688348e-07;-1.3910726803966349e-06
6.3358049926582548e-05;0.00028095645707647813;5.898638504832443e-05;-5.898638504832899e-05;-0.0002809564570764784;1.3910810792151572e-06;1.491599884888558e-07;-1.491599884736292e-07;-1.3910810792159379e-06
6.4240336593941909e-05;0.00028099962630289468;5.9391011175026868e-05;-5.9391011175024713e-05;-0.00028099962630289473;1.391089671454192e-06;1.5020626763952476e-07;-1.5020626774138523e-07;-1.3910896715629718e-06
6.5134909462728099e-05;0.00028104338294235044;5.9798348334650389e-05;-5.9798348334646987e-05;-0.00028104338294235103;1.3910984621272568e-06;1.5126003546855836e-07;-1.5126003556939944e-07;-1.3910984622377306e-06
6.6041939623303047e-05;0.00028108773479665057;6.0208413354247983e-05;-6.0208413354246492e-05;-0.00028108773479664986;1.3911074561682782e-06;1.5232134811189755e-07;-1.5232134799227175e-07;-1.3911074560582662e-06
6.6961600548532153e-05;0.00028113268976593428;6.0621223137434122e-05;-6.0621223137430111e-05;-0.00028113268976593406;1.3911166585456518e-06;1.5339026297170471e-07;-1.5339026297365767e-07;-1.3911166585478035e-06
6.7894068126961128e-05;0.00028117825584976643;6.103679466402606e-05;-6.1036794664015611e-05;-0.0002811782558497679;1.3911260747001145e-06;1.5446683748664133e-07;-1.54466837380626e-07;-1.391126074588566e-06
6.8839520696454957e-05;0.00028122444114824137;6.145514498988273e-05;-6.1455144989882988e-05;-0.00028122444114824175;1.3911357097750489e-06;1.5555112934657955e-07;-1.5555112935338353e-07;-1.391135709774897e-06
6.9798139078306677e-05;0.00028127125386308744;6.1876291246523171e-05;-6.1876291246527819e-05;-0.00028127125386308722;1.3911455693889418e-06;1.566431967076535e-07;-1.5664319659328202e-07;-1.3911455692769634e-06
7.0770106611818889e-05;0.00028131870229878225;6.2300250640867188e-05;-6.2300250640861442e-05;-0.00028131870229878149;1.3911556592014156e-06;1.5774309931001726e-07;-1.5774309930853572e-07;-1.3911556592023516e-06
7.1755609189369217e-05;0.00028136679486368091;6.2727040454835863e-05;-6.2727040454827393e-05;-0.0002813667948636807;1.3911659850125228e-06;1.5885089597515842e-07;-1.5885089597469639e-07;-1.3911659850144642e-06
7.2754835291962322e-05;0.00028141554007114875;6.315667804503142e-05;-6.3156678045033765e-05;-0.00028141554007114739;1.3911765526678484e-06;1.5996664630239881e-07;-1.5996664629791383e-07;-1.3911765526682478e-06
7.376797602527731e-05;0.00028146494654069325;6.358918084240895e-05;-6.3589180842409817e-05;-0.00028146494654069217;1.3911873683775353e-06;1.6109041119463258e-07;-1.6109041120102432e-07;-1.3911873683780726e-06
7.4795225156218287e-05;0.00028151502299911718;6.402456635175874e-05;-6.4024566351763199e-05;-0.00028151502299911778;1.3911984385069132e-06;1.6222225181127306e-07;-1.6222225170115423e-07;-1.391198438396844e-06
7.5836779149971901e-05;0.00028156577828166969;6.4462852151459131e-05;-6.4462852151453561e-05;-0.00028156577828167018;1.391209769241929e-06;1.6336222905954998e-07;-1.6336222906495982e-07;-1.3912097692422583e-06
7.6892837207583054e-05;0.00028161722133321137;6.4904055892897041e-05;-6.490405589289944e-05;-0.00028161722133321088;1.3912213674748378e-06;1.6451040557453768e-07;-1.6451040557139725e-07;-1.3912213674728452e-06
7.7963601304052366e-05;0.0002816693612093746;6.5348195300112235e-05;-6.5348195300114878e-05;-0.00028166936120937514;1.3912332396944581e-06;1.6566684280449583e-07;-1.6566684279732771e-07;-1.3912332396943649e-06
7.9049276226964203e-05;0.00028172220707774995;6.5795288169298566e-05;-6.5795288169306752e-05;-0.00028172220707775033;1.3912453931096015e-06;1.6683160500090076e-07;-1.6683160511970848e-07;-1.3912453932209936e-06
8.015006961565414e-05;0.00028177576821905814;6.624535236825022e-05;-6.6245352368244473e-05;-0.00028177576821905782;1.391257834860767e-06;1.6800475501222887e-07;-1.6800475489921445e-07;-1.3912578347487541e-06
8.1266192000919454e-05;0.00028183005402834587;6.6698405835935242e-05;-6.6698405835940094e-05;-0.0002818300540283462;1.3912705721319204e-06;1.6918635736934373e-07;-1.6918635737006461e-07;-1.3912705721318685e-06
8.2397856845285117e-05;0.00028188507401617812;6.7154466581910628e-05;-6.715446658191491e-05;-0.00028188507401617996;1.3912836126126045e-06;1.7037647666856892e-07;-1.7037647667532436e-07;-1.3912836126098756e-06
8.3545280583828714e-05;0.0002819408378098431;6.7613552685760823e-05;-6.761355268576394e-05;-0.00028194083780984293;1.3912969639216911e-06;1.7157517788152514e-07;-1.7157517789275383e-07;-1.3912969639201946e-06
8.4708682665574029e-05;0.00028199735515455624;6.8075682296493001e-05;-6.8075682296489274e-05;-0.00028199735515455505;1.3913106341821506e-06;1.7278252735869238e-07;-1.7278252724947465e-07;-1.3913106340717959e-06
8.5888285595462591e-05;0.00028205463591467639;6.8540873631988113e-05;-6.8540873631985606e-05;-0.00028205463591467737;1.3913246313528151e-06;1.7399859114638709e-07;-1.7399859114622282e-07;-1.391324631351239e-06
8.7084314976907236e-05;0.00028211269007493345;6.9009144978290809e-05;-6.9009144978300025e-05;-0.00028211269007493334;1.3913389639963396e-06;1.7522343630370332e-07;-1.7522343618131521e-07;-1.3913389638826423e-06
8.8296999554940834e-05;0.00028217152774164065;6.9480514689042232e-05;-6.9480514689044441e-05;-0.00028217152774164038;1.3913536405200688e-06;1.7645713023041853e-07;-1.7645713023425691e-07;-1.3913536405206107e-06
8.9526571259964012e-05;0.00028223115914393764;6.9955001184674121e-05;-6.995500118467389e-05;-0.00028223115914393775;1.391368670052987e-06;1.7769974159699136e-07;-1.7769974149852036e-07;-1.3913686699442608e-06
9.0773265252102231e-05;0.00028229159463502253;7.0432622951787261e-05;-7.0432622951785716e-05;-0.00028229159463502329;1.3913840613539546e-06;1.7895133850997104e-07;-1.789513385065057e-07;-1.3913840613542267e-06
9.2037319966182306e-05;0.00028235284469339578;7.091339854242869e-05;-7.0913398542427782e-05;-0.00028235284469339562;1.3913998240107486e-06;1.8021199086447067e-07;-1.8021199085902711e-07;-1.3913998240116733e-06
9.3318977157332388e-05;0.00028241491992410888;7.1397346573252472e-05;-7.1397346573253082e-05;-0.00028241491992410796;1.3914159674645062e-06;1.8148176825729069e-07;-1.8148176824658875e-07;-1.3914159674645251e-06
9.461848194721992e-05;0.00028247783106000982;7.1884485724812969e-05;-7.1884485724815951e-05;-0.00028247783106000911;1.3914325014507962e-06;1.8276074099918239e-07;-1.8276074111089156e-07;-1.3914325015603318e-06
9.5936082870931469e-05;0.00028254158896300866;7.2374834740662357e-05;-7.2374834740658494e-05;-0.00028254158896300692;1.3914494363246143e-06;1.8404898099328665e-07;-1.8404898111295652e-07;-1.3914494364375833e-06
9.727203192450537e-05;0.00028260620462533141;7.2868412426549964e-05;-7.2868412426549083e-05;-0.00028260620462533076;1.3914667823094808e-06;1.8534655940066701e-07;-1.8534655940625975e-07;-1.3914667823079845e-06
9.8626584613128307e-05;0.0002826716891707873;7.336523764956203e-05;-7.3365237649559374e-05;-0.00028267168917078843;1.3914845500230387e-06;1.8665354902928866e-07;-1.8665354914673404e-07;-1.3914845501345662e-06
0.0001;0.00028273805385604255;7.3865329337176832e-05;-7.3865329337180477e-05;-0.00028273805385604272;1.3915027505065212e-06;1.8797002266867093e-07;-1.8797002267448946e-07;-1.391502750506626e-06
0.00010139254075588153;0.00028280531007187563;7.436870647636057e-05;-7.4368706476359581e-05;-0.00028280531007187536;1.3915213948880054e-06;1.8929605422589195e-07;-1.8929605434814503e-07;-1.391521394998038e-06
0.00010280447320933097;0.00028287346934447241;7.4875388112568915e-05;-7.4875388112558331e-05;-0.00028287346934447279;1.3915404949286302e-06;1.9063171810786228e-07;-1.9063171799291186e-07;-1.3915404948147251e-06
0.00010423606739764012;0.00028294254333669156;7.5385393348779517e-05;-7.5385393348784233e-05;-0.00028294254333669281;1.3915600622658219e-06;1.9197708920795472e-07;-1.9197708910566983e-07;-1.3915600621538152e-06
0.0001056875971184804;0.00028301254384935153;7.5898741344437184e-05;-7.5898741344439325e-05;-0.00028301254384935023;1.3915801091817355e-06;1.933322432956936e-07;-1.933322431797553e-07;-1.3915801090691879e-06
0.00010715933998226712;0.00028308348282250469;7.6415451314411223e-05;-7.6415451314415791e-05;-0.0002830834828225048;1.3916006481685013e-06;1.9469725674251084e-07;-1.9469725674032531e-07;-1.3916006481689447e-06
0.00010865157746525384;0.0002831553723367324;7.6935542527884062e-05;-7.6935542527889348e-05;-0.00028315537233673311;1.3916216921538757e-06;1.9607220651262735e-07;-1.9607220650849594e-07;-1.3916216921542909e-06
0.00011016459496336569;0.00028322822461442629;7.7459034307233952e-05;-7.7459034307234711e-05;-0.00028322822461442727;1.3916432542779265e-06;1.9745717016341362e-07;-1.9745717016804199e-07;-1.3916432542786988e-06
0.00011169868184678226;0.00028330205202107639;7.7985946026832426e-05;-7.7985946026839175e-05;-0.00028330205202107634;1.3916653482363288e-06;1.9885222667441701e-07;-1.9885222677993374e-07;-1.3916653483475398e-06
0.00011325413151528115;0.00028337686706655723;7.8516297111931105e-05;-7.8516297111931444e-05;-0.00028337686706655609;1.3916879879515588e-06;2.0025745442194221e-07;-2.0025745431678526e-07;-1.3916879878396952e-06
0.00011483124145435111;0.00028345268240642023;7.9050107037306898e-05;-7.9050107037313431e-05;-0.0002834526824064205;1.3917111876768725e-06;2.0167293376751032e-07;-2.0167293376942372e-07;-1.3917111876783633e-06
0.00011643031329208767;0.00028352951084318321;7.9587395326109775e-05;-7.9587395326118475e-05;-0.00028352951084318267;1.3917349622428792e-06;2.0309874496502793e-07;-2.030987449698225e-07;-1.3917349622427566e-06
0.00011805165285688056;0.00028360736532761447;8.0128181548463182e-05;-8.0128181548460919e-05;-0.0002836073653276148;1.3917593268223288e-06;2.0453496935511718e-07;-2.0453496924493503e-07;-1.3917593267108589e-06
0.00011969557023590428;0.00028368625896002655;8.0672485320162451e-05;-8.0672485320164864e-05;-0.00028368625896002742;1.3917842968336644e-06;2.0598168876009484e-07;-2.0598168875771327e-07;-1.3917842968345966e-06
0.00012136237983442405;0.00028376620499156118;8.1220326301279248e-05;-8.1220326301278842e-05;-0.00028376620499156205;1.3918098885008525e-06;2.0743898625400322e-07;-2.0743898624570614e-07;-1.3918098885006037e-06
0.00012305240043592616;0.0002838472168254751;8.1771724194763524e-05;-8.1771724194766953e-05;-0.00028384721682547407;1.3918361180754921e-06;2.0890694456261685e-07;-2.0890694446076664e-07;-1.3918361179644654e-06
0.00012476595526308696;0.00028392930801841859;8.2326698744902675e-05;-8.2326698744898975e-05;-0.00028392930801842016;1.3918630026264842e-06;2.1038564873397158e-07;-2.1038564861881859e-07;-1.3918630025178848e-06
0.00012650337203959038;0.00028401249228172915;8.2885269735913865e-05;-8.2885269735912253e-05;-0.00028401249228172948;1.3918905593823368e-06;2.1187518312531435e-07;-2.1187518311592454e-07;-1.3918905593817121e-06
0.00012826498305280599;0.00028409678348269394;8.3447456990361652e-05;-8.3447456990357939e-05;-0.00028409678348269367;1.3919188063892254e-06;2.1337563378894627e-07;-2.1337563381308486e-07;-1.3919188063919433e-06
0.00013005112521734084;0.00028418219564583938;8.4013280367479758e-05;-8.401328036748213e-05;-0.00028418219564583944;1.3919477618760702e-06;2.1488708672669975e-07;-2.1488708661321345e-07;-1.391947761765872e-06
0.00013186214013947485;0.00028426874295418896;8.458275976176313e-05;-8.4582759761763171e-05;-0.0002842687429541901;1.3919774447882157e-06;2.1640962973789087e-07;-2.164096297430917e-07;-1.3919774447888288e-06
0.00013369837418249466;0.00028435643975054331;8.5155915101053521e-05;-8.5155915101045552e-05;-0.00028435643975054337;1.3920078744851914e-06;2.179433502476555e-07;-2.1794335025503911e-07;-1.3920078744842466e-06
0.0001355601785329369;0.00028444530053873065;8.57327663449454e-05;-8.5732766344940101e-05;-0.00028444530053873049;1.3920390710687263e-06;2.1948833776594102e-07;-2.1948833787645426e-07;-1.3920390711785193e-06
0.00013744790926775366;0.00028453533998486821;8.6313333483029492e-05;-8.6313333483030712e-05;-0.00028453533998486745;1.392071055062819e-06;2.2104468132124189e-07;-2.2104468121313979e-07;-1.3920710549528697e-06
0.00013936192742241421;0.00028462657291861241;8.6897636533050083e-05;-8.6897636533049988e-05;-0.00028462657291861252;1.3921038475363007e-06;2.2261247179700604e-07;-2.2261247168441797e-07;-1.39210384742529e-06
0.00014130259905995336;0.00028471901433440249;8.7485695539058959e-05;-8.7485695539060016e-05;-0.00028471901433440173;1.392137470210675e-06;2.2419180027334896e-07;-2.2419180027431545e-07;-1.3921374702096307e-06
0.00014327029534098309;0.00028481267939269446;8.8077530569514718e-05;-8.8077530569511479e-05;-0.00028481267939269424;1.3921719454880889e-06;2.2578275885300516e-07;-2.2578275895209823e-07;-1.3921719455986289e-06
0.00014526539259467812;0.00028490758342119426;8.8673161715366585e-05;-8.8673161715374622e-05;-0.00028490758342119492;1.3922072964392944e-06;2.2738544028364532e-07;-2.2738544017269395e-07;-1.3922072963304642e-06
0.00014728827239075018;0.00028500374191607538;8.9272609087989513e-05;-8.927260908798954e-05;-0.00028500374191607489;1.3922435465106793e-06;2.2899993836515454e-07;-2.2899993835867003e-07;-1.3922435465090153e-06
0.00014933932161242518;0.00028510117054318868;8.9875892817192914e-05;-8.9875892817202333e-05;-0.00028510117054318825;1.3922807202760518e-06;2.3062634793928694e-07;-2.3062634793168717e-07;-1.3922807202775195e-06
0.0001514189325304352;0.0002851998851392691;9.0483033049147113e-05;-9.048303304914592e-05;-0.00028519988513927002;1.3923188425982197e-06;2.3226476404938214e-07;-2.3226476416816173e-07;-1.3923188427108304e-06
0.00015352750287804228;0.00028529990171312678;9.1094049944124566e-05;-9.1094049944120202e-05;-0.00028529990171312635;1.3923579393857576e-06;2.339152830943572e-07;-2.3391528309071999e-07;-1.3923579393858557e-06
0.00015566543592710622;0.00028540123644682052;9.1708963674430182e-05;-9.1708963674432974e-05;-0.00028540123644681966;1.3923980371869797e-06;2.3557800271707935e-07;-2.3557800282640478e-07;-1.3923980372982388e-06
0.00015783314056521181;0.0002855039056968367;9.2327794422085839e-05;-9.2327794422085704e-05;-0.0002855039056968361;1.3924391632983234e-06;2.3725302047799597e-07;-2.3725302047552846e-07;-1.3924391632998019e-06
0.00016003103137387001;0.00028560792599524018;9.2950562376522706e-05;-9.295056237653016e-05;-0.00028560792599524067;1.3924813456751382e-06;2.3894043514688884e-07;-2.3894043514356535e-07;-1.3924813456757868e-06
0.0001622595287078087;0.00028571331405082326;9.3577287732255003e-05;-9.3577287732259218e-05;-0.00028571331405082288;1.3925246135082651e-06;2.4064034718159646e-07;-2.4064034719529833e-07;-1.3925246135078717e-06
0.00016451905877536624;0.00028582008675022912;9.420799068640749e-05;-9.4207990686404969e-05;-0.00028582008675023048;1.3925689964473088e-06;2.423528568684806e-07;-2.4235285686526261e-07;-1.3925689964448295e-06
0.00016681005372000591;0.00028592826115907664;9.4842691436333046e-05;-9.4842691436335322e-05;-0.00028592826115907718;1.3926145252973184e-06;2.440780660266048e-07;-2.4407806591472509e-07;-1.3926145251868268e-06
0.00016913295170296487;0.00028603785452305399;9.5481410177007325e-05;-9.5481410177008925e-05;-0.00028603785452305447;1.3926612315944241e-06;2.4581607721913586e-07;-2.458160771150731e-07;-1.3926612314821399e-06
0.00017148819698705392;0.00028614888426900829;9.6124167098482691e-05;-9.6124167098481824e-05;-0.00028614888426900878;1.3927091479470945e-06;2.4756699405812889e-07;-2.4756699406362995e-07;-1.3927091479450207e-06
0.00017387624002162505;0.00028626136800601477;9.6770982383257177e-05;-9.6770982383254263e-05;-0.00028626136800601352;1.3927583078405244e-06;2.4933092055637648e-07;-2.4933092055616371e-07;-1.3927583078407745e-06
0.00017629753752872057;0.00028637532352642343;9.7421876203528299e-05;-9.7421876203528286e-05;-0.00028637532352642349;1.3928087459953551e-06;2.5110796262931366e-07;-2.5110796262939741e-07;-1.3928087459974934e-06
0.00017875255259042355;0.00028649076880690044;9.8076868718502679e-05;-9.8076868718500172e-05;-0.00028649076880690218;1.392860497949334e-06;2.5289822632379721e-07;-2.5289822632315696e-07;-1.3928604979510643e-06
0.00018124175473742377;0.00028660772200943876;9.8735980071500853e-05;-9.8735980071505786e-05;-0.00028660772200943897;1.3929136003960936e-06;2.5470181883947604e-07;-2.5470181883548937e-07;-1.3929136003978084e-06
