delta;qdRe1;qdRe2;qdIm1;qdIm2
0.00054794723369002872;9.272104134403442e-05;-9.2721041344033796e-05;1.7198098943974665e-07;-1.719809894454199e-07
0.00055557762223988779;9.3530609789514043e-05;-9.3530609789513867e-05;1.7388934450274768e-07;-1.7388934450263722e-07
0.00056331426706013571;9.4346107987722721e-05;-9.4346107987722274e-05;1.758188764589328e-07;-1.758188764569108e-07
0.00057115864781264293;9.5167559244068161e-05;-9.5167559244067619e-05;1.7776980300064431e-07;-1.7776980300034748e-07
0.00057911226476417587;9.5994986580378973e-05;-9.5994986580377766e-05;1.7974234341556238e-07;-1.7974234341369533e-07
0.00058717663907332553;9.6828412726529984e-05;-9.6828412726529699e-05;1.8173671857924781e-07;-1.8173671857990493e-07
0.00059535331308143704;9.7667860111972786e-05;-9.7667860111972691e-05;1.8375315095947123e-07;-1.8375315095884866e-07
0.00060364385060758703;9.8513350857165529e-05;-9.8513350857164025e-05;1.8579186458859908e-07;-1.8579186458569592e-07
0.00061204983724766967;9.9364906764904014e-05;-9.9364906764904542e-05;1.8785308506805396e-07;-1.8785308506797905e-07
0.00062057288067765006;0.00010022254931157624;-0.00010022254931157628;1.8993703956187928e-07;-1.8993703956311732e-07
0.00062921461096103438;0.00010108629963829877;-0.00010108629963829648;1.920439567780821e-07;-1.920439567784445e-07
0.00063797668086062824;0.0001019561785419712;-0.00010195617854197192;1.9417406695974935e-07;-1.9417406695835905e-07
0.00064686076615463276;0.00010283220646624344;-0.00010283220646624374;1.9632760187673526e-07;-1.9632760187874493e-07
0.0006558685659571429;0.00010371440349238232;-0.00010371440349238157;1.9850479480978818e-07;-1.9850479480787732e-07
0.00066500180304311185;0.00010460278933004688;-0.00010460278933004608;2.0070588053491736e-07;-2.0070588053638863e-07
0.00067426222417783419;0.00010549738330798173;-0.0001054973833079832;2.0293109531973221e-07;-2.0293109532033577e-07
0.00068365160045102383;0.00010639820436462233;-0.00010639820436462129;2.0518067690056281e-07;-2.0518067689835293e-07
0.00069317172761554076;0.00010730527103859671;-0.00010730527103859543;2.0745486445133567e-07;-2.0745486445498495e-07
0.00070282442643083455;0.00010821860145915626;-0.00010821860145915714;2.0975389861812464e-07;-2.0975389861594392e-07
0.00071261154301117458;0.0001091382133365357;-0.00010913821333653469;2.1207802142645054e-07;-2.1207802142770592e-07
0.00072253494917872145;0.00011006412395218148;-0.0001100641239521809;2.144274763347948e-07;-2.1442747633529444e-07
0.00073259654282152305;0.00011099635014895773;-0.00011099635014895752;2.1680250816081548e-07;-2.1680250816043712e-07
0.00074279824825649189;0.00011193490832122699;-0.00011193490832122564;2.1920336309876513e-07;-2.1920336309907527e-07
0.0007531420165974368;0.00011287981440487267;-0.00011287981440487096;2.2163028867111185e-07;-2.2163028867428499e-07
0.00076362982612822414;0.00011383108386724337;-0.00011383108386724368;2.2408353372411479e-07;-2.2408353372621649e-07
0.00077426368268112698;0.00011478873169702397;-0.00011478873169702453;2.2656334839903755e-07;-2.2656334839889244e-07
0.00078504562002045095;0.00011575277239401389;-0.00011575277239401322;2.2906998409641701e-07;-2.290699840942269e-07
0.00079597770023149856;0.00011672321995887227;-0.0001167232199588714;2.3160369346845542e-07;-2.3160369346812248e-07
0.00080706201411494987;0.00011770008788275335;-0.000117700087882753;2.3416473037771307e-07;-2.3416473037605121e-07
0.00081830068158673898;0.0001186833891369046;-0.00011868338913690404;2.367533498785521e-07;-2.3675334988070613e-07
0.00082969585208349066;0.00011967313616218484;-0.00011967313616218474;2.3936980818795941e-07;-2.3936980819587345e-07
0.00084124970497361179;0.00012066934085852803;-0.00012066934085852795;2.4201436265046929e-07;-2.4201436265046045e-07
0.00085296444997410258;0.00012167201457434769;-0.00012167201457434676;2.4468727169666798e-07;-2.4468727169734973e-07
0.00086484232757317182;0.00012268116809587248;-0.00012268116809587099;2.4738879483695967e-07;-2.4738879483877762e-07
0.00087688560945874269;0.00012369681163644411;-0.00012369681163644321;2.5011919260572263e-07;-2.5011919260084541e-07
0.00088909659895291583;0.00012471895482575889;-0.00012471895482575845;2.5287872652599265e-07;-2.5287872652649134e-07
0.00090147763145249178;0.00012574760669905246;-0.00012574760669905173;2.5566765909842607e-07;-2.5566765909673931e-07
0.00091403107487562322;0.00012678277568624566;-0.00012678277568624501;2.5848625372782788e-07;-2.5848625372854939e-07
0.00092675933011468828;0.00012782446960105399;-0.00012782446960105443;2.6133477470890165e-07;-2.6133477470798463e-07
0.00093966483149546904;0.00012887269563004378;-0.00012887269563004368;2.6421348717476667e-07;-2.6421348717833649e-07
0.00095275004724272897;0.00012992746032166648;-0.0001299274603216655;2.6712265706381883e-07;-2.6712265706559971e-07
0.00096601747995226457;0.00013098876957524922;-0.00013098876957525035;2.7006255106579176e-07;-2.7006255106668792e-07
0.00097946966706953954;0.0001320566286299695;-0.00013205662862997056;2.7303343658603364e-07;-2.7303343658772252e-07
0.00099310918137497997;0.00013313104205378931;-0.00013313104205378958;2.7603558169073683e-07;-2.7603558169225783e-07
0.001006938631476027;0.00013421201373238199;-0.00013421201373238275;2.7906925507205965e-07;-2.7906925507144063e-07
0.0010209606623060466;0.00013529954685803365;-0.00013529954685803349;2.8213472597968952e-07;-2.8213472598176692e-07
0.0010351779556301763;0.00013639364391853745;-0.00013639364391853878;2.852322641977576e-07;-2.8523226419718909e-07
0.0010495932305582276;0.00013749430668607014;-0.00013749430668607144;2.8836213996188458e-07;-2.8836213996416384e-07
0.0010642092440647246;0.0001386015362060733;-0.00013860153620607222;2.9152462392768922e-07;-2.9152462393107211e-07
0.0010790287915161836;0.0001397153327861228;-0.0001397153327861225;2.9471998711257734e-07;-2.9471998711337498e-07
0.0010940547072057424;0.00014083569598482296;-0.0001408356959848238;2.9794850082681464e-07;-2.9794850082858002e-07
0.0011092898648952228;0.00014196262460068455;-0.00014196262460068582;3.0121043662711871e-07;-3.0121043662750358e-07
0.001124737178364752;0.0001430961166610337;-0.00014309611666103272;3.045060662539509e-07;-3.0450606625363405e-07
0.0011403996019700331;0.00014423616941092963;-0.00014423616941092938;3.0783566156521854e-07;-3.078356615649441e-07
0.0011562801312073755;0.00014538277930211597;-0.000145382779302116;3.1119949448170981e-07;-3.1119949448243725e-07
0.0011723818032865986;0.00014653594198199492;-0.00014653594198199403;3.1459783691306452e-07;-3.1459783691400346e-07
0.0011887076977119032;0.00014769565228262818;-0.00014769565228262943;3.1803096069615106e-07;-3.1803096069463307e-07
0.0012052609368708425;0.00014886190420979856;-0.00014886190420979772;3.2149913752869208e-07;-3.2149913752655857e-07
0.0012220446866314887;0.00015003469093209;-0.00015003469093208954;3.2500263888905399e-07;-3.2500263888640388e-07
0.0012390621569479156;0.00015121400477004229;-0.00015121400477004202;3.2854173597738967e-07;-3.2854173598031035e-07
0.0012563166024741202;0.00015239983718534853;-0.00015239983718534872;3.3211669964429262e-07;-3.3211669964533955e-07
0.0012738113231864786;0.00015359217877012026;-0.00015359217877012043;3.3572780029390277e-07;-3.3572780029148999e-07
0.001291549665014884;0.0001547910192362152;-0.00015479101923621645;3.3937530782300287e-07;-3.3937530782272907e-07
0.0013095350204826678;0.00015599634740465831;-0.00015599634740465893;3.4305949154952571e-07;-3.4305949154974398e-07
0.001327770829355429;0.00015720815119511642;-0.00015720815119511474;3.4678062011479463e-07;-3.4678062011537156e-07
0.0013462605792989096;0.00015842641761548354;-0.00015842641761548349;3.5053896141853222e-07;-3.505389614196179e-07
0.0013650078065460137;0.00015965113275155581;-0.00015965113275155518;3.5433478251569998e-07;-3.5433478251491234e-07
0.0013840160965731315;0.00016088228175679855;-0.00016088228175679852;3.5816834954214246e-07;-3.5816834954297885e-07
0.0014032890847858733;0.00016211984884223591;-0.00016211984884223723;3.620399276359817e-07;-3.6203992763943314e-07
0.001422830457214352;0.00016336381726644303;-0.00016336381726644237;3.6594978083062154e-07;-3.6594978083176069e-07
0.0014426439512181574;0.00016461416932566825;-0.0001646141693256682;3.6989817197353857e-07;-3.6989817196853673e-07
0.0014627333562011299;0.00016587088634408383;-0.00016587088634408345;3.7388536262582048e-07;-3.7388536262584128e-07
0.0014831025143361043;0.00016713394866417879;-0.00016713394866417852;3.7791161298441423e-07;-3.7791161298434302e-07
0.0015037553212997384;0.00016840333563728277;-0.0001684033356372831;3.8197718177135185e-07;-3.8197718176863388e-07
0.0015246957270175731;0.0001696790256142638;-0.00016967902561426296;3.8608232613367085e-07;-3.8608232613366036e-07
0.0015459277364194769;0.00017096099593636588;-0.00017096099593636563;3.9022730155782951e-07;-3.9022730155628833e-07
0.0015674554102055949;0.00017224922292623105;-0.00017224922292623102;3.9441236175699137e-07;-3.9441236175798076e-07
0.001589282865622978;0.0001735436818790879;-0.00017354368187908921;3.9863775857598981e-07;-3.9863775857604587e-07
0.0016114142772530198;0.00017484434705414221;-0.00017484434705414235;4.0290374187341596e-07;-4.0290374187531162e-07
0.0016338538778098621;0.00017615119166613361;-0.00017615119166613103;4.0721055943889263e-07;-4.0721055944182866e-07
0.0016566059589499134;0.00017746418787711703;-0.00017746418787711646;4.1155845686629053e-07;-4.1155845686579518e-07
0.0016796748720926532;0.00017878330678846002;-0.00017878330678845931;4.159476774454036e-07;-4.1594767744400944e-07
0.0017030650292528444;0.00018010851843303582;-0.0001801085184330346;4.2037846206649329e-07;-4.2037846206435395e-07
0.0017267809038843561;0.00018143979176766235;-0.00018143979176766181;4.2485104909222504e-07;-4.2485104908865983e-07
0.0017508270317357251;0.0001827770946657877;-0.00018277709466578746;4.293656742581863e-07;-4.2936567425343116e-07
0.0017752080117176341;0.00018412039391040055;-0.00018412039391039895;4.3392257054698737e-07;-4.3392257054302199e-07
0.0017999285067824766;0.00018546965518721666;-0.00018546965518721615;4.3852196808447261e-07;-4.3852196808503822e-07
0.0018249932448161524;0.00018682484307813;-0.00018682484307812984;4.4316409401218931e-07;-4.4316409401315652e-07
0.0018504070195423021;0.00018818592105493211;-0.00018818592105493257;4.4784917238285639e-07;-4.4784917237825404e-07
0.0018761746914391214;0.00018955285147333257;-0.0001895528514733342;4.5257742402633168e-07;-4.525774240277251e-07
0.0019023011886689439;0.00019092559556726577;-0.00019092559556726639;4.5734906645308719e-07;-4.5734906645374523e-07
0.0019287915080207778;0.00019230411344350607;-0.00019230411344350729;4.6216431371125254e-07;-4.6216431370987939e-07
0.0019556507158659492;0.00019368836407661783;-0.00019368836407661756;4.6702337628129077e-07;-4.6702337628092888e-07
0.0019828839491270716;0.00019507830530421507;-0.00019507830530421521;4.7192646095622956e-07;-4.7192646095537745e-07
0.0020104964162604992;0.00019647389382257768;-0.00019647389382257819;4.7687377071491706e-07;-4.7687377071421868e-07
0.002038493398252462;0.00019787508518261159;-0.00019787508518261235;4.8186550460776341e-07;-4.8186550460651594e-07
0.0020668802496290823;0.00019928183378618063;-0.00019928183378618058;4.869018576354689e-07;-4.8690185763590439e-07
0.002095662399480433;0.00020069409288281492;-0.00020069409288281514;4.9198302063091708e-07;-4.9198302063320545e-07
0.0021248453524988827;0.00020211181456680376;-0.00020211181456680376;4.9710918014548969e-07;-4.9710918014667627e-07
0.0021544346900318843;0.00020353494977469791;-0.00020353494977469656;5.0228051832052838e-07;-5.0228051832015537e-07
0.0021844360711494263;0.00020496344828322855;-0.00020496344828322969;5.0749721279015856e-07;-5.0749721279215936e-07
0.0022148552337263594;0.00020639725870765817;-0.00020639725870765874;5.127594365540252e-07;-5.1275943655474667e-07
0.0022456979955397739;0.00020783632850056874;-0.00020783632850056958;5.1806735787295059e-07;-5.1806735787212283e-07
0.0022769702553816799;0.0002092806039511272;-0.00020928060395112601;5.2342114016599195e-07;-5.2342114016522761e-07
0.0023086779941871695;0.00021073003018481158;-0.00021073003018481202;5.2882094189462642e-07;-5.288209418964467e-07
0.0023408272761782918;0.00021218455116364855;-0.00021218455116364874;5.3426691647995477e-07;-5.3426691648206441e-07
0.002373424250023866;0.00021364410968695199;-0.00021364410968695237;5.3975921219531623e-07;-5.3975921219368622e-07
0.0024064751500154241;0.00021510864739260208;-0.000215108647392602;5.4529797208041947e-07;-5.4529797207905321e-07
0.0024399862972595502;0.00021657810475887623;-0.00021657810475887563;5.5088333386392309e-07;-5.5088333386309893e-07
0.002473964100886814;0.00021805242110684944;-0.00021805242110684974;5.5651542988851527e-07;-5.5651542988848552e-07
0.0025084150592775386;0.00021953153460341722;-0.00021953153460341635;5.6219438704252059e-07;-5.6219438704086633e-07
0.002543345761304648;0.0002210153822649133;-0.00022101538226491186;5.6792032670580697e-07;-5.6792032670665464e-07
0.002578762887593801;0.00022250389996140795;-0.00022250389996140648;5.7369336471412498e-07;-5.7369336471417728e-07
0.0026146732118010919;0.00022399702242168669;-0.00022399702242168739;5.7951361132409159e-07;-5.7951361132594469e-07
0.0026510836019085389;0.00022549468323895523;-0.00022549468323895564;5.8538117120221157e-07;-5.8538117120087305e-07
0.0026880010215376048;0.00022699681487728984;-0.00022699681487728921;5.9129614343369627e-07;-5.9129614343334443e-07
0.0027254325312810277;0.00022850334867891483;-0.00022850334867891524;5.9725862155680581e-07;-5.9725862155463401e-07
0.00276338529005317;0.00023001421487232619;-0.00023001421487232562;6.0326869359982823e-07;-6.0326869359980917e-07
0.0028018665564591952;0.00023152934258131324;-0.00023152934258131305;6.0932644218705878e-07;-6.0932644218715048e-07
0.0028408836901833039;0.00023304865983496677;-0.00023304865983496615;6.1543194463607146e-07;-6.1543194463574811e-07
0.0028804441533962981;0.00023457209357872908;-0.0002345720935787278;6.215852731233145e-07;-6.215852731233163e-07
0.002920555512182745;0.00023609956968655404;-0.00023609956968655431;6.2778649489282786e-07;-6.2778649489626671e-07
0.0029612254379880344;0.00023763101297430826;-0.00023763101297430821;6.3403567250675779e-07;-6.340356725065491e-07
0.0030024617090855491;0.00023916634721448209;-0.00023916634721448209;6.40332864155548e-07;-6.4033286415522602e-07
0.003044272212064303;0.00024070549515236862;-0.0002407054951523684;6.4667812408304813e-07;-6.4667812408494739e-07
0.0030866649433372744;0.00024224837852383497;-0.00024224837852383576;6.5307150304155735e-07;-6.5307150304576954e-07
0.0031296480106707504;0.00024379491807489115;-0.00024379491807489267;6.5951304890363381e-07;-6.5951304890274442e-07
0.0031732296347349765;0.00024534503358321623;-0.00024534503358321705;6.6600280735824123e-07;-6.6600280735827998e-07
0.0032174181506763717;0.00024689864388193172;-0.00024689864388193129;6.7254082278761737e-07;-6.7254082278766629e-07
0.0032622220097116698;0.00024845566688588822;-0.00024845566688588849;6.7912713930778664e-07;-6.7912713930755509e-07
0.0033076497807442424;0.00025001601962080817;-0.0002500160196208092;6.8576180201787196e-07;-6.8576180201902996e-07
0.0033537101520029287;0.00025157961825571982;-0.00025157961825572048;6.9244485852421643e-07;-6.9244485852261818e-07
0.0034004119327037063;0.00025314637813916765;-0.00025314637813916862;6.9917636076772655e-07;-6.991763607693231e-07
0.0034477640547344642;0.00025471621383982431;-0.0002547162138398235;7.0595636725068184e-07;-7.0595636725526778e-07
0.0034957755743632753;0.00025628903919223923;-0.00025628903919223885;7.127849457171757e-07;-7.1278494571756618e-07
0.0035444556739704356;0.00025786476734864677;-0.00025786476734864807;7.1966217642573483e-07;-7.1966217642696589e-07
0.0035938136638046258;0.00025944331083796956;-0.00025944331083796929;7.2658815614374613e-07;-7.2658815614402628e-07
0.0036438589837635444;0.00026102458163338864;-0.00026102458163338734;7.3356300304493764e-07;-7.3356300304559441e-07
0.0036946012051993025;0.00026260849123027819;-0.00026260849123027949;7.4058686273274421e-07;-7.4058686273267624e-07
0.0037460500327489931;0.00026419495073666955;-0.00026419495073666879;7.4765991568885126e-07;-7.4765991568836708e-07
0.0037982153061907361;0.00026578387097903148;-0.00026578387097903327;7.5478238654928214e-07;-7.547823865479775e-07
0.0038511070023255689;0.00026737516262694986;-0.00026737516262695024;7.6195455570055477e-07;-7.6195455569980673e-07
0.0039047352368855601;0.00026896873634121653;-0.0002689687363412167;7.6917677389669089e-07;-7.6917677389902352e-07
0.0039591102664684585;0.00027056450295129156;-0.00027056450295129129;7.7644948080153617e-07;-7.7644948080285617e-07
0.004014242490499322;0.00027216237366980013;-0.00027216237366979921;7.8377322868138718e-07;-7.8377322868434279e-07
0.0040701424532194391;0.00027376226035428727;-0.00027376226035428732;7.9114871297356508e-07;-7.9114871297250089e-07
0.0041268208457029519;0.0002753640758297432;-0.00027536407582974358;7.9857681204518457e-07;-7.9857681204560767e-07
0.0041842885079015806;0.00027696773429016804;-0.00027696773429016847;8.0605863944939353e-07;-8.0605863944559099e-07
0.0042425564307177772;0.000278573151803995;-0.00027857315180399456;8.1359561331533681e-07;-8.1359561331252848e-07
0.0043016357581067951;0.00028018024695762616;-0.00028018024695762594;8.2118954963752831e-07;-8.2118954963774377e-07
0.0043615377892080058;0.00028178894168494464;-0.00028178894168494464;8.2884278924021813e-07;-8.2884278924136427e-07
0.004422273980505897;0.00028339916235067781;-0.000283399162350677;8.3655837304927492e-07;-8.3655837304754888e-07
0.004483855948021186;0.00028501084118542669;-0.00028501084118542577;8.4434028784592147e-07;-8.4434028784631417e-07
0.0045462954695323996;0.00028662391821591515;-0.00028662391821591553;8.5219381667583254e-07;-8.5219381667607754e-07
0.0046096044868284341;0.00028823834390506964;-0.00028823834390506953;8.601260481162545e-07;-8.601260481177835e-07
0.0046737951079924636;0.00028985408283005773;-0.00028985408283005773;8.6814663209220691e-07;-8.6814663209373453e-07
0.004738879609717651;0.00029147111891188524;-0.000291471118911886;8.7626892856357816e-07;-8.762689285638958e-07
0.0048048704396551293;0.00029308946302269485;-0.00029308946302269463;8.8451180059652654e-07;-8.8451180059647572e-07
0.0048717802187946309;0.00029470916434047958;-0.0002947091643404798;8.9290250016967015e-07;-8.9290250016791139e-07
0.0049396217438783209;0.00029633032780247297;-0.00029633032780247183;9.01481478894681e-07;-9.0148147889562872e-07
0.0050084079898482124;0.00029795314185730032;-0.00029795314185729956;9.103107430552149e-07;-9.1031074305318192e-07
0.0050781521123276704;0.00029957792437363816;-0.0002995779243736387;9.1948908355547822e-07;-9.1948908355434838e-07
0.0051488674501374921;0.00030120520222682266;-0.00030120520222682185;9.2918149775621687e-07;-9.2918149775718016e-07
0.0052205675278469751;0.00030283585726976201;-0.00030283585726976185;9.3968021700162472e-07;-9.3968021699982678e-07
0.0052932660583605616;0.00030447141319448493;-0.00030447141319448525;9.5154312348824171e-07;-9.5154312348769209e-07
0.0053669769455404765;0.0003061146499313098;-0.00030611464993130893;9.6594633962032966e-07;-9.6594633961957622e-07
0.0054417142868658933;0.00030777107005275622;-0.00030777107005275654;9.8573595776029639e-07;-9.8573595776255034e-07
0.0055174923761291232;0.00030945288139821336;-0.00030945288139821352;1.0193717747589549e-06;-1.0193717747575107e-06
0.0055943257061693771;0.00031119029437931761;-0.00031119029437931875;1.1020795077597709e-06;-1.1020795077604315e-06
0.0056722289716445431;0.00031297355437713564;-0.00031297355437713543;1.4510061708477873e-06;-1.4510061708463084e-06
0.0057512170718416137;0.00031408600964405632;-0.00031408600964405757;1.9492889184124999e-06;-1.9492889184139805e-06
0.005831305113526225;0.00031507704340956883;-0.00031507704340956883;1.5919283698970107e-06;-1.5919283699001678e-06
0.0059125084138318754;0.00031679928452100174;-0.00031679928452100061;1.1708497972083131e-06;-1.1708497972084143e-06
0.0059948425031894088;0.00031854547476462621;-0.00031854547476462523;1.0823291707299882e-06;-1.0823291707317468e-06
0.0060783231282972297;0.00032022759777270224;-0.00032022759777270077;1.0595712918861078e-06;-1.0595712918865546e-06
0.0061629662551329423;0.00032187940619938528;-0.00032187940619938431;1.0542045973957036e-06;-1.0542045973971761e-06
0.0062487880720068943;0.00032351491920021009;-0.00032351491920021009;1.0553685565941144e-06;-1.0553685565956318e-06
0.0063358049926582477;0.00032514034704491176;-0.00032514034704491198;1.0595492450755746e-06;-1.0595492450754321e-06
0.0064240336593941912;0.00032675877935088013;-0.00032675877935087942;1.0653270477523098e-06;-1.0653270477537326e-06
0.0065134909462728026;0.00032837189046871628;-0.00032837189046871715;1.0720374883991458e-06;-1.0720374883991371e-06
0.0066041939623303052;0.00032998064176511876;-0.000329980641765118;1.0793350273746061e-06;-1.0793350273759773e-06
0.0066961600548532223;0.000331585604658175;-0.00033158560465817522;1.0870251236873504e-06;-1.0870251236879133e-06
0.0067894068126961053;0.0003331871229928643;-0.0003331871229928643;1.0949911958895024e-06;-1.0949911958888523e-06
0.0068839520696454964;0.00033478540068485719;-0.0003347854006848573;1.1031597518406144e-06;-1.1031597518424972e-06
0.0069798139078306601;0.00033638055185625888;-0.00033638055185625975;1.1114824650873201e-06;-1.1114824650867005e-06
0.0070770106611818895;0.00033797263093144909;-0.00033797263093144855;1.1199263916225364e-06;-1.1199263916219581e-06
0.0071755609189369284;0.00033956165145258746;-0.00033956165145258843;1.1284683567664474e-06;-1.1284683567660713e-06
0.0072754835291962252;0.00034114759825902617;-0.00034114759825902634;1.1370915960274406e-06;-1.1370915960280081e-06
0.0073767976025277309;0.00034273043561228655;-0.00034273043561228709;1.1457836709814712e-06;-1.1457836709807849e-06
0.007479522515621821;0.00034431011276149124;-0.00034431011276149129;1.1545351351091023e-06;-1.1545351351088956e-06
0.0075836779149971905;0.00034588656784594307;-0.00034588656784594317;1.1633386560562085e-06;-1.16333865605632e-06
0.0076892837207583132;0.00034745973068977225;-0.00034745973068977214;1.1721884240182035e-06;-1.1721884240180366e-06
0.0077963601304052287;0.00034902952484159368;-0.00034902952484159363;1.1810797443573759e-06;-1.1810797443600119e-06
0.0079049276226964196;0.00035059586908923383;-0.000350595869089234;1.1900087516070032e-06;-1.190008751609485e-06
0.0080150069615654053;0.00035215867860279292;-0.0003521586786027927;1.1989722052135242e-06;-1.1989722052134997e-06
0.0081266192000919463;0.00035371786581019353;-0.00035371786581019375;1.2079673413528302e-06;-1.2079673413500168e-06
0.0082397856845285201;0.00035527334107729729;-0.00035527334107729697;1.216991763881738e-06;-1.216991763880775e-06
0.0083545280583828627;0.00035682501324324121;-0.00035682501324324224;1.226043363084442e-06;-1.2260433630824549e-06
0.0084708682665574023;0.00035837279004718005;-0.00035837279004717929;1.2351202543506666e-06;-1.2351202543510446e-06
0.0085888285595462494;0.00035991657847258976;-0.00035991657847259025;1.2442207314607779e-06;-1.2442207314625554e-06
0.0087084314976907246;0.00036145628502833504;-0.00036145628502833602;1.2533432306022233e-06;-1.2533432306022445e-06
0.0088296999554940917;0.00036299181598068456;-0.00036299181598068559;1.2624863024161615e-06;-1.2624863024173616e-06
0.0089526571259963914;0.00036452307754695774;-0.0003645230775469579;1.2716485901137585e-06;-1.2716485901160112e-06
0.0090773265252102244;0.00036604997605883648;-0.00036604997605883713;1.2808288121960837e-06;-1.2808288121941457e-06
0.0092037319966182217;0.00036757241810152143;-0.00036757241810152127;1.2900257487198894e-06;-1.2900257487191493e-06
0.0093318977157332388;0.00036909031063347053;-0.00036909031063347113;1.2992382303360893e-06;-1.2992382303358208e-06
0.0094618481947220025;0.00037060356109039057;-0.00037060356109039041;1.3084651294558442e-06;-1.3084651294551761e-06
0.0095936082870931461;0.00037211207747638687;-0.00037211207747638665;1.3177053531297912e-06;-1.3177053531306626e-06
0.0097272031924505366;0.00037361576844452269;-0.00037361576844452253;1.3269578372707071e-06;-1.3269578372719586e-06
0.0098626584613128211;0.00037511454336860967;-0.00037511454336860967;1.3362215419380741e-06;-1.33622154193992e-06
0.01;0.00037660831240765244;-0.00037660831240765227;1.3454954474977026e-06;-1.3454954474971871e-06
0.010139254075588149;0.00037809698656409221;-0.00037809698656409189;1.3547785514822986e-06;-1.3547785514836136e-06
0.010280447320933092;0.00037958047773682809;-0.00037958047773682836;1.3640698660118362e-06;-1.364069866011707e-06
0.010423606739764018;0.0003810586987696972;-0.00038105869876969676;1.3733684156808969e-06;-1.373368415679205e-06
0.010568759711848039;0.00038253156349609958;-0.00038253156349609969;1.382673235832229e-06;-1.3826732358333171e-06
0.010715933998226712;0.00038399898678022663;-0.00038399898678022842;1.3919833711426707e-06;-1.3919833711458607e-06
0.010865157746525383;0.00038546088455533616;-0.00038546088455533416;1.4012978744657076e-06;-1.4012978744667513e-06
0.011016459496336563;0.00038691717385936665;-0.00038691717385936687;1.4106158058965115e-06;-1.4106158058981852e-06
0.011169868184678232;0.00038836777286826519;-0.00038836777286826551;1.4199362320213917e-06;-1.4199362320234021e-06
0.011325413151528114;0.00038981260092714855;-0.00038981260092714801;1.4292582253189153e-06;-1.4292582253191093e-06
0.011483124145435111;0.00039125157857958952;-0.00039125157857958833;1.4385808636821402e-06;-1.4385808636838641e-06
0.011643031329208768;0.00039268462759514764;-0.00039268462759514721;1.4479032300619139e-06;-1.4479032300634741e-06
0.011805165285688049;0.00039411167099527653;-0.0003941116709952774;1.4572244121923796e-06;-1.4572244121947429e-06
0.011969557023590434;0.00039553263307775047;-0.00039553263307775144;1.4665435023985882e-06;-1.4665435024000533e-06
0.012136237983442405;0.00039694743943969105;-0.00039694743943969181;1.4758595974713588e-06;-1.4758595974725883e-06
0.012305240043592616;0.00039835601699927785;-0.00039835601699927763;1.4851717985988707e-06;-1.4851717986017633e-06
0.012476595526308698;0.00039975829401620592;-0.00039975829401620846;1.4944792113451366e-06;-1.4944792113467646e-06
0.012650337203959031;0.00040115420011098857;-0.00040115420011098846;1.5037809456700695e-06;-1.5037809456710711e-06
0.012826498305280605;0.00040254366628308946;-0.0004025436662830899;1.5130761159890717e-06;-1.5130761159885921e-06
0.013005112521734086;0.00040392662492800012;-0.00040392662492800028;1.5223638412492585e-06;-1.5223638412490936e-06
0.013186214013947485;0.00040530300985324244;-0.00040530300985324396;1.5316432450571954e-06;-1.5316432450593348e-06
0.013369837418249465;0.00040667275629337744;-0.00040667275629337901;1.5409134558061752e-06;-1.5409134558050647e-06
0.013556017853293682;0.00040803580092400247;-0.00040803580092400269;1.5501736068179752e-06;-1.5501736068166255e-06
0.013744790926775373;0.00040939208187480084;-0.00040939208187480149;1.5594228365277766e-06;-1.5594228365299986e-06
0.013936192742241421;0.00041074153874165345;-0.00041074153874165356;1.5686602886670603e-06;-1.5686602886671344e-06
0.014130259905995337;0.00041208411259781189;-0.00041208411259781275;1.577885112436677e-06;-1.5778851124354162e-06
0.014327029534098309;0.00041341974600419537;-0.00041341974600419531;1.5870964627284774e-06;-1.587096462729435e-06
0.014526539259467805;0.00041474838301877625;-0.00041474838301877473;1.5962935003333553e-06;-1.5962935003333587e-06
0.014728827239075025;0.00041606996920511084;-0.00041606996920510992;1.6054753921444193e-06;-1.6054753921446461e-06
0.014933932161242525;0.0004173844516400083;-0.00041738445164000879;1.6146413113913256e-06;-1.6146413113904017e-06
0.01514189325304352;0.00041869177892035899;-0.00041869177892035877;1.623790437856975e-06;-1.6237904378562048e-06
0.015352750287804227;0.00041999190116911707;-0.00041999190116911696;1.6329219580989571e-06;-1.6329219580984639e-06
0.015566543592710612;0.000421284770040485;-0.0004212847700404863;1.6420350656887993e-06;-1.6420350656903805e-06
0.015783314056521173;0.00042257033872427306;-0.00042257033872427377;1.6511289614375652e-06;-1.6511289614359207e-06
0.016003103137387009;0.00042384856194946477;-0.00042384856194946482;1.6602028536095697e-06;-1.6602028536087741e-06
0.016225952870780873;0.00042511939598700188;-0.00042511939598700312;1.6692559581633306e-06;-1.6692559581645509e-06
0.016451905877536626;0.00042638279865178836;-0.00042638279865178923;1.6782874989784601e-06;-1.6782874989802694e-06
0.016681005372000582;0.00042763872930392822;-0.00042763872930392827;1.6872967080651678e-06;-1.6872967080659666e-06
0.01691329517029648;0.00042888714884921678;-0.000428887148849217;1.6962828257938666e-06;-1.6962828257951105e-06
0.017148819698705402;0.00043012801973888099;-0.00043012801973887985;1.7052451011117228e-06;-1.7052451011145864e-06
0.017387624002162504;0.0004313613059685914;-0.0004313613059685914;1.7141827917574283e-06;-1.7141827917553007e-06
