delta;qdRe1;qdRe2;qdIm1;qdIm2
2.2456979955397763e-05;1.029181793777863e-05;-1.0291817937778365e-05;1.4333561842941634e-08;-1.4333561843921661e-08
2.2769702553816801e-05;1.0395003404784336e-05;-1.0395003404784053e-05;1.4486254491039816e-08;-1.448625449245152e-08
2.3086779941871672e-05;1.0499198262609195e-05;-1.0499198262609486e-05;1.4640564162911844e-08;-1.4640564161950612e-08
2.3408272761782944e-05;1.0604412039888529e-05;-1.0604412039888798e-05;1.4796508118050335e-08;-1.4796508117037415e-08
2.3734242500238664e-05;1.0710654349645521e-05;-1.0710654349645788e-05;1.4954103799181703e-08;-1.4954103797730722e-08
2.4064751500154266e-05;1.0817934889887793e-05;-1.0817934889888637e-05;1.5113368850128945e-08;-1.5113368850596484e-08
2.4399862972595501e-05;1.0926263444276559e-05;-1.0926263444276614e-05;1.5274321116860789e-08;-1.5274321116282018e-08
2.4739641008868118e-05;1.1035649882748222e-05;-1.1035649882746796e-05;1.5436978630105206e-08;-1.5436978630490368e-08
2.5084150592775411e-05;1.1146104162163444e-05;-1.1146104162163734e-05;1.5601359629669169e-08;-1.5601359630892705e-08
2.5433457613046481e-05;1.1257636326947856e-05;-1.1257636326946792e-05;1.5767482573619274e-08;-1.5767482572518803e-08
2.5787628875938035e-05;1.1370256509733616e-05;-1.1370256509732937e-05;1.5935366106642597e-08;-1.5935366106891105e-08
2.614673211801092e-05;1.1483974932010751e-05;-1.1483974932010816e-05;1.6105029095868767e-08;-1.610502909583888e-08
2.6510836019085362e-05;1.1598801904765064e-05;-1.1598801904765514e-05;1.6276490623887322e-08;-1.6276490627241553e-08
2.6880010215376075e-05;1.171474782913992e-05;-1.1714747829139078e-05;1.6449769987311299e-08;-1.6449769988786794e-08
2.725432531281028e-05;1.1831823197070283e-05;-1.1831823197069298e-05;1.6624886693752474e-08;-1.6624886693745201e-08
2.7633852900531726e-05;1.1950038591947352e-05;-1.1950038591947298e-05;1.6801860480105354e-08;-1.6801860480590118e-08
2.8018665564591953e-05;1.2069404689264022e-05;-1.2069404689264368e-05;1.6980711309146587e-08;-1.698071130853219e-08
2.8408836901833011e-05;1.2189932257269599e-05;-1.2189932257269304e-05;1.7161459363168256e-08;-1.7161459365118827e-08
2.8804441533962977e-05;1.2311632157621232e-05;-1.231163215762102e-05;1.7344125069242515e-08;-1.7344125069378318e-08
2.9205555121827452e-05;1.2434515346038843e-05;-1.2434515346039656e-05;1.7528729072313483e-08;-1.7528729071324513e-08
2.9612254379880374e-05;1.2558592872970287e-05;-1.2558592872970435e-05;1.7715292264178013e-08;-1.7715292264811097e-08
3.0024617090855492e-05;1.2683875884226229e-05;-1.2683875884225148e-05;1.79038357671779e-08;-1.790383576598181e-08
3.0442722120642997e-05;1.2810375621658625e-05;-1.2810375621658793e-05;1.8094380958355167e-08;-1.8094380959942725e-08
3.0866649433372746e-05;1.2938103423805619e-05;-1.2938103423805123e-05;1.8286949453339829e-08;-1.8286949452617489e-08
3.1296480106707503e-05;1.3067070726549324e-05;-1.3067070726549968e-05;1.8481563114406172e-08;-1.8481563113474654e-08
3.1732296347349797e-05;1.3197289063774671e-05;-1.3197289063777096e-05;1.8678244067171084e-08;-1.8678244069031321e-08
3.2174181506763714e-05;1.3328770068029175e-05;-1.3328770068029627e-05;1.88770146787153e-08;-1.8877014679021903e-08
3.2622220097116666e-05;1.3461525471169583e-05;-1.3461525471169034e-05;1.9077897584569754e-08;-1.9077897584475171e-08
3.3076497807442423e-05;1.3595567105029718e-05;-1.3595567105030776e-05;1.9280915684690386e-08;-1.9280915680877176e-08
3.3537101520029289e-05;1.3730906902077286e-05;-1.3730906902076864e-05;1.9486092134298059e-08;-1.9486092135030819e-08
3.4004119327037097e-05;1.3867556896054775e-05;-1.3867556896053291e-05;1.9693450376210518e-08;-1.9693450377821982e-08
3.447764054734464e-05;1.4005529222650834e-05;-1.4005529222650074e-05;1.9903014101673124e-08;-1.9903014101594982e-08
3.4957755743632718e-05;1.4144836120145781e-05;-1.4144836120146254e-05;2.0114807302730406e-08;-2.0114807303007028e-08
3.5444556739704355e-05;1.4285489930066666e-05;-1.4285489930066509e-05;2.0328854237916754e-08;-2.0328854234766179e-08
3.5938136638046256e-05;1.44275030978467e-05;-1.4427503097845853e-05;2.0545179447289456e-08;-2.0545179447397708e-08
3.643858983763548e-05;1.4570888173454533e-05;-1.4570888173455048e-05;2.076380777267446e-08;-2.0763807772746534e-08
3.6946012051993025e-05;1.4715657812073227e-05;-1.4715657812074188e-05;2.0984764330354996e-08;-2.0984764330232414e-08
3.7460500327489892e-05;1.4861824774728852e-05;-1.4861824774728924e-05;2.1208074550921635e-08;-2.1208074551047049e-08
3.7982153061907363e-05;1.5009401928937647e-05;-1.5009401928937757e-05;2.1433764148215019e-08;-2.1433764145578129e-08
3.8511070023255685e-05;1.5158402249359682e-05;-1.515840224935944e-05;2.1661859139394181e-08;-2.1661859141251648e-08
3.9047352368855639e-05;1.5308838818434271e-05;-1.5308838818432648e-05;2.1892385861307294e-08;-2.1892385863229943e-08
3.9591102664684589e-05;1.5460724827017872e-05;-1.5460724827017418e-05;2.2125370948983292e-08;-2.2125370948667921e-08
4.0142424904993178e-05;1.5614073575033913e-05;-1.5614073575033971e-05;2.2360841363543503e-08;-2.2360841364946838e-08
4.0701424532194387e-05;1.5768898472100893e-05;-1.5768898472100388e-05;2.2598824377537364e-08;-2.2598824379277792e-08
4.1268208457029516e-05;1.5925213038154989e-05;-1.5925213038155087e-05;2.2839347589332744e-08;-2.2839347591371876e-08
4.1842885079015846e-05;1.6083030904097855e-05;-1.6083030904097649e-05;2.3082438925967387e-08;-2.3082438926922979e-08
4.242556430717777e-05;1.6242365812406979e-05;-1.6242365812408134e-05;2.3328126645902359e-08;-2.3328126646489128e-08
4.3016357581067908e-05;1.6403231617777426e-05;-1.6403231617777955e-05;2.3576439337802503e-08;-2.3576439337762659e-08
4.3615377892080056e-05;1.6565642287730581e-05;-1.6565642287729843e-05;2.3827405944406504e-08;-2.3827405945616583e-08
4.4222739805058967e-05;1.6729611903216002e-05;-1.6729611903216785e-05;2.4081055741044707e-08;-2.4081055741413603e-08
4.4838559480211908e-05;1.6895154659257111e-05;-1.6895154659256688e-05;2.4337418359996675e-08;-2.4337418358636621e-08
4.5462954695323996e-05;1.7062284865533282e-05;-1.7062284865532324e-05;2.4596523783335741e-08;-2.4596523784258884e-08
4.6096044868284293e-05;1.7231016946991619e-05;-1.7231016946991663e-05;2.4858402356598302e-08;-2.4858402357543174e-08
4.6737951079924638e-05;1.7401365444454827e-05;-1.7401365444453759e-05;2.5123084784176237e-08;-2.5123084784027159e-08
4.7388796097176511e-05;1.7573345015198264e-05;-1.7573345015197902e-05;2.5390602140975638e-08;-2.539060214056358e-08
4.804870439655134e-05;1.7746970433557459e-05;-1.7746970433557283e-05;2.5660985875474791e-08;-2.566098587548382e-08
4.8717802187946306e-05;1.7922256591504086e-05;-1.7922256591503764e-05;2.5934267809079854e-08;-2.5934267808491252e-08
4.9396217438783158e-05;1.809921849922871e-05;-1.8099218499227823e-05;2.6210480155201713e-08;-2.6210480152660724e-08
5.0084079898482121e-05;1.8277871285710434e-05;-1.8277871285711502e-05;2.6489655502695559e-08;-2.6489655502017042e-08
5.0781521123276707e-05;1.8458230199290834e-05;-1.8458230199290689e-05;2.6771826844466445e-08;-2.6771826843115053e-08
5.1488674501374979e-05;1.8640310608232708e-05;-1.8640310608233308e-05;2.7057027561291929e-08;-2.7057027559896796e-08
5.2205675278469751e-05;1.8824128001277944e-05;-1.8824128001279672e-05;2.7345291443019968e-08;-2.7345291443236229e-08
5.2932660583605558e-05;1.9009697988192909e-05;-1.9009697988192937e-05;2.763665268677075e-08;-2.7636652685900056e-08
5.3669769455404758e-05;1.919703630031455e-05;-1.9197036300313761e-05;2.7931145904103477e-08;-2.7931145904692972e-08
5.4417142868658877e-05;1.9386158791081223e-05;-1.9386158791080786e-05;2.8228806112723017e-08;-2.8228806112576213e-08
5.5174923761291287e-05;1.9577081436570377e-05;-1.9577081436570272e-05;2.8529668774574217e-08;-2.8529668771529388e-08
5.5943257061693773e-05;1.9769820336011986e-05;-1.9769820336012379e-05;2.8833769763207256e-08;-2.8833769762149295e-08
5.6722289716445377e-05;1.996439171229644e-05;-1.9964391712296501e-05;2.9141145394031934e-08;-2.9141145395227793e-08
5.7512170718416137e-05;2.0160811912488955e-05;-2.0160811912487762e-05;2.9451832416929413e-08;-2.9451832421097547e-08
5.8313051135262185e-05;2.0359097408316225e-05;-2.0359097408317326e-05;2.9765868047779435e-08;-2.9765868047776176e-08
5.912508413831881e-05;2.0559264796671187e-05;-2.0559264796669737e-05;3.008328991953932e-08;-3.0083289921153738e-08
5.9948425031894089e-05;2.0761330800061446e-05;-2.0761330800061277e-05;3.0404136150941446e-08;-3.040413614996751e-08
6.0783231282972236e-05;2.0965312267112321e-05;-2.0965312267112314e-05;3.072844530949518e-08;-3.0728445308577678e-08
6.1629662551329422e-05;2.1171226173001901e-05;-2.1171226173002671e-05;3.1056256432190765e-08;-3.1056256430282307e-08
6.2487880720068882e-05;2.1379089619925528e-05;-2.1379089619925044e-05;3.1387609040921989e-08;-3.1387609042548828e-08
6.3358049926582548e-05;2.1588919837517346e-05;-2.1588919837517191e-05;3.1722543118433823e-08;-3.1722543119096223e-08
6.4240336593941909e-05;2.1800734183309154e-05;-2.1800734183309703e-05;3.2061099157341657e-08;-3.2061099156002651e-08
6.5134909462728099e-05;2.201455014311957e-05;-2.2014550143118601e-05;3.2403318117585092e-08;-3.2403318118333684e-08
6.6041939623303047e-05;2.2230385331476961e-05;-2.2230385331476659e-05;3.2749241476544083e-08;-3.2749241476260525e-08
6.6961600548532153e-05;2.2448257492010603e-05;-2.244825749201169e-05;3.3098911205326523e-08;-3.3098911206165555e-08
6.7894068126961128e-05;2.2668184497840959e-05;-2.2668184497840247e-05;3.3452369796544909e-08;-3.3452369797083675e-08
6.8839520696454957e-05;2.2890184351940353e-05;-2.2890184351940492e-05;3.3809660245563415e-08;-3.380966024474892e-08
6.9798139078306677e-05;2.3114275187510111e-05;-2.3114275187508563e-05;3.4170826084265378e-08;-3.4170826083745598e-08
7.0770106611818889e-05;2.334047526830494e-05;-2.3340475268303672e-05;3.4535911364338325e-08;-3.4535911362017667e-08
7.1755609189369217e-05;2.3568802988994235e-05;-2.3568802988994642e-05;3.4904960677163383e-08;-3.4904960676871606e-08
7.2754835291962322e-05;2.379927687545348e-05;-2.3799276875453951e-05;3.5278019159680742e-08;-3.5278019161570108e-08
7.376797602527731e-05;2.403191558510107e-05;-2.4031915585100731e-05;3.5655132491997711e-08;-3.5655132495675442e-08
7.4795225156218287e-05;2.4266737907164694e-05;-2.4266737907164986e-05;3.6036346927999818e-08;-3.6036346930575685e-08
7.5836779149971901e-05;2.4503762762976955e-05;-2.4503762762977189e-05;3.6421709255761787e-08;-3.6421709253277889e-08
7.6892837207583054e-05;2.4743009206234604e-05;-2.474300920623658e-05;3.6811266850548051e-08;-3.68112668484568e-08
7.7963601304052366e-05;2.4984496423244766e-05;-2.498449642324502e-05;3.7205067655013919e-08;-3.7205067654569895e-08
7.9049276226964203e-05;2.5228243733157256e-05;-2.5228243733158706e-05;3.7603160207495597e-08;-3.7603160210000181e-08
8.015006961565414e-05;2.5474270588187843e-05;-2.5474270588186349e-05;3.8005593631860555e-08;-3.8005593633970156e-08
8.1266192000919454e-05;2.5722596573806806e-05;-2.5722596573805339e-05;3.841241763501858e-08;-3.8412417634044505e-08
8.2397856845285117e-05;2.5973241408935753e-05;-2.59732414089362e-05;3.882368254134756e-08;-3.8823682543733817e-08
8.3545280583828714e-05;2.6226224946108906e-05;-2.6226224946109356e-05;3.9239439290719445e-08;-3.923943929077648e-08
8.4708682665574029e-05;2.6481567171620141e-05;-2.648156717161944e-05;3.96597394272215e-08;-3.965973942761584e-08
8.5888285595462591e-05;2.6739288205659105e-05;-2.673928820565858e-05;4.0084635124307012e-08;-4.0084635125099326e-08
8.7084314976907236e-05;2.6999408302416945e-05;-2.6999408302416833e-05;4.0514179196259329e-08;-4.0514179196048663e-08
8.8296999554940834e-05;2.7261947850189201e-05;-2.7261947850189323e-05;4.0948425092499952e-08;-4.0948425092803991e-08
8.9526571259964012e-05;2.7526927371444526e-05;-2.752692737144452e-05;4.138742690285203e-08;-4.1387426901219063e-08
9.0773265252102231e-05;2.7794367522883324e-05;-2.7794367522882084e-05;4.1831239383436925e-08;-4.1831239384356293e-08
9.2037319966182306e-05;2.8064289095470257e-05;-2.8064289095469946e-05;4.2279917944568654e-08;-4.2279917943658643e-08
9.3318977157332388e-05;2.8336713014456648e-05;-2.8336713014457566e-05;4.2733518670009853e-08;-4.2733518670114641e-08
9.461848194721992e-05;2.8611660339363886e-05;-2.861166033936376e-05;4.3192098317553114e-08;-4.3192098319570568e-08
9.5936082870931469e-05;2.8889152263963862e-05;-2.8889152263963486e-05;4.3655714334266384e-08;-4.3655714334202188e-08
9.727203192450537e-05;2.9169210116229223e-05;-2.9169210116228915e-05;4.4124424857778098e-08;-4.4124424857403219e-08
9.8626584613128307e-05;2.9451855358256751e-05;-2.9451855358256524e-05;4.4598288724294411e-08;-4.4598288723565507e-08
0.0001;2.9737109586186239e-05;-2.9737109586185954e-05;4.5077365483879199e-08;-4.5077365483019567e-08
0.00010139254075588153;3.0024994530066901e-05;-3.0024994530066755e-05;4.5561715394790694e-08;-4.5561715396083511e-08
0.00010280447320933097;3.0315532053728041e-05;-3.0315532053727617e-05;4.6051399457552155e-08;-4.6051399456225953e-08
0.00010423606739764012;3.0608744154613807e-05;-3.0608744154613279e-05;4.6546479376125241e-08;-4.6546479376188232e-08
0.0001056875971184804;3.0904652963588988e-05;-3.0904652963590879e-05;4.7047017607328096e-08;-4.7047017608980571e-08
0.00010715933998226712;3.1203280744727988e-05;-3.1203280744728442e-05;4.7553077373284585e-08;-4.755307737292897e-08
0.00010865157746525384;3.1504649895076098e-05;-3.1504649895075989e-05;4.8064722628508497e-08;-4.8064722629304092e-08
0.00011016459496336569;3.1808782944377331e-05;-3.1808782944377203e-05;4.8582018103718341e-08;-4.8582018104946181e-08
0.00011169868184678226;3.2115702554797351e-05;-3.2115702554795231e-05;4.9105029297355536e-08;-4.9105029295968943e-08
0.00011325413151528115;3.2425431520581029e-05;-3.2425431520581029e-05;4.9633822491085505e-08;-4.9633822493854721e-08
0.00011483124145435111;3.2737992767724197e-05;-3.2737992767724123e-05;5.0168464760060179e-08;-5.0168464759427306e-08
0.00011643031329208767;3.3053409353595539e-05;-3.305340935359535e-05;5.0709023969617671e-08;-5.0709023972130461e-08
0.00011805165285688056;3.337170446652248e-05;-3.337170446652269e-05;5.1255568796666569e-08;-5.1255568796997759e-08
0.00011969557023590428;3.3692901425373061e-05;-3.3692901425372059e-05;5.1808168732175356e-08;-5.1808168731444797e-08
0.00012136237983442405;3.4017023679080455e-05;-3.4017023679080143e-05;5.2366894078767242e-08;-5.2366894078836838e-08
0.00012305240043592616;3.4344094806155502e-05;-3.4344094806156119e-05;5.2931815994109086e-08;-5.2931815993629824e-08
0.00012476595526308696;3.4674138514170925e-05;-3.4674138514170627e-05;5.3503006454438127e-08;-5.3503006455950339e-08
0.00012650337203959038;3.500717863919164e-05;-3.5007178639191959e-05;5.4080538297256417e-08;-5.4080538297384749e-08
0.00012826498305280599;3.534323914519825e-05;-3.5343239145199442e-05;5.4664485211978344e-08;-5.4664485213495407e-08
0.00013005112521734084;3.5682344123465612e-05;-3.5682344123464691e-05;5.5254921753529786e-08;-5.5254921754548515e-08
0.00013186214013947485;3.6024517791908477e-05;-3.6024517791907583e-05;5.5851923358071897e-08;-5.5851923358029645e-08
0.00013369837418249466;3.6369784494397182e-05;-3.6369784494397602e-05;5.6455566342820439e-08;-5.6455566343091264e-08
0.0001355601785329369;3.671816870004594e-05;-3.6718168700045737e-05;5.7065927911859485e-08;-5.7065927912305759e-08
0.00013744790926775366;3.7069695002437017e-05;-3.7069695002437525e-05;5.7683086182130343e-08;-5.7683086185206502e-08
0.00013936192742241421;3.7424388118851632e-05;-3.7424388118851307e-05;5.830712017230497e-08;-5.830712017065624e-08
0.00014130259905995336;3.7782272889433061e-05;-3.7782272889433705e-05;5.89381098258424e-08;-5.8938109825293516e-08
0.00014327029534098309;3.8143374276327748e-05;-3.8143374276329036e-05;5.9576136010610326e-08;-5.957613601469636e-08
0.00014526539259467812;3.8507717362783605e-05;-3.8507717362782853e-05;6.0221280541358295e-08;-6.0221280541160076e-08
0.00014728827239075018;3.8875327352211618e-05;-3.8875327352210995e-05;6.0873626161748524e-08;-6.0873626162886407e-08
0.00014933932161242518;3.9246229567208793e-05;-3.9246229567208854e-05;6.1533256597088958e-08;-6.1533256597012381e-08
0.0001514189325304352;3.9620449448547359e-05;-3.9620449448547319e-05;6.2200256511061104e-08;-6.2200256511621562e-08
0.00015352750287804228;3.9998012554112337e-05;-3.9998012554112622e-05;6.2874711564169666e-08;-6.287471156691621e-08
0.00015566543592710622;4.0378944557810086e-05;-4.0378944557809679e-05;6.3556708384199233e-08;-6.3556708387731917e-08
0.00015783314056521181;4.0763271248433568e-05;-4.0763271248433527e-05;6.4246334607459299e-08;-6.4246334609478453e-08
0.00016003103137387001;4.1151018528477797e-05;-4.1151018528477038e-05;6.4943678862312031e-08;-6.4943678861134827e-08
0.0001622595287078087;4.1542212412925997e-05;-4.1542212412925346e-05;6.5648830784419186e-08;-6.5648830786798846e-08
0.00016451905877536624;4.1936879027973166e-05;-4.1936879027974216e-05;6.636188104279061e-08;-6.6361881043127239e-08
0.00016681005372000591;4.2335044609737284e-05;-4.2335044609736986e-05;6.7082921332100665e-08;-6.708292133407228e-08
0.00016913295170296487;4.2736735502883633e-05;-4.2736735502883694e-05;6.781204438723203e-08;-6.7812044385772592e-08
0.00017148819698705392;4.314197815924889e-05;-4.3141978159249995e-05;6.8549343985912113e-08;-6.8549343985567794e-08
0.00017387624002162505;4.3550799136387267e-05;-4.3550799136387443e-05;6.9294914981559387e-08;-6.9294914982309209e-08
0.00017629753752872057;4.3963225096071305e-05;-4.3963225096071102e-05;7.0048853272598817e-08;-7.0048853273465318e-08
0.00017875255259042355;4.4379282802775037e-05;-4.4379282802774074e-05;7.0811255861577002e-08;-7.0811255862568177e-08
0.00018124175473742377;4.4798999122072362e-05;-4.479899912207325e-05;7.1582220817404756e-08;-7.1582220817358937e-08
0.00018376562003881704;4.5222401019006571e-05;-4.5222401019006957e-05;7.2361847322564159e-08;-7.2361847320454862e-08
0.00018632463119315598;4.5649515556412025e-05;-4.5649515556412472e-05;7.3150235648369888e-08;-7.3150235646273601e-08
0.00018891927762076664;4.6080369893171722e-05;-4.6080369893170739e-05;7.3947487201213788e-08;-7.3947487200628184e-08
0.00019155005555735279;4.6514991282431284e-05;-4.6514991282431813e-05;7.4753704504703278e-08;-7.4753704506261687e-08
0.00019421746814890265;4.6953407069777255e-05;-4.6953407069776707e-05;7.5568991220774665e-08;-7.5568991221149649e-08
0.00019692202554791714;4.7395644691328367e-05;-4.7395644691328089e-05;7.6393452154799268e-08;-7.6393452152348285e-08
0.00019966424501097934;4.7841731671802997e-05;-4.7841731671802808e-05;7.7227193268267649e-08;-7.7227193269309446e-08
0.00020244465099768038;4.8291695622519279e-05;-4.8291695622518696e-05;7.8070321691749742e-08;-7.8070321690172633e-08
0.00020526377527092522;4.8745564239344627e-05;-4.8745564239343916e-05;7.8922945724567994e-08;-7.8922945723763763e-08
0.00020812215699863394;4.9203365300584822e-05;-4.9203365300585682e-05;7.978517485330138e-08;-7.9785174854419053e-08
0.00021102034285685944;4.9665126664828054e-05;-4.9665126664828955e-05;8.0657119763615277e-08;-8.0657119763933655e-08
0.00021395888713434216;5.0130876268710177e-05;-5.0130876268711532e-05;8.1538892338942304e-08;-8.153889233880695e-08
0.00021693835183851843;5.0600642124651638e-05;-5.0600642124652384e-05;8.2430605675943199e-08;-8.2430605677063043e-08
0.00021995930680300749;5.1074452318501894e-05;-5.107445231850226e-05;8.3332374102787661e-08;-8.3332374104129481e-08
0.00022302232979659386;5.155233500715877e-05;-5.1552335007159333e-05;8.4244313169391734e-08;-8.4244313170027088e-08
0.00022612800663372772;5.2034318416093504e-05;-5.2034318416093185e-05;8.5166539681921417e-08;-8.5166539684792223e-08
0.00022927693128656486;5.252043083684277e-05;-5.2520430836843292e-05;8.6099171693577531e-08;-8.6099171695258547e-08
0.0002324697059985648;5.3010700624422901e-05;-5.3010700624424256e-05;8.7042328518763441e-08;-8.7042328517429986e-08
0.00023570694139967278;5.3505156194685736e-05;-5.3505156194685363e-05;8.7996130740246284e-08;-8.7996130741128958e-08
0.00023898925662310503;5.400382602160545e-05;-5.4003826021603505e-05;8.8960700235779888e-08;-8.8960700237285966e-08
0.00024231727942375982;5.4506738634511596e-05;-5.4506738634511278e-05;8.9936160161540396e-08;-8.9936160162861569e-08
0.00024569164629827903;5.5013922615248357e-05;-5.5013922615248946e-05;9.0922634982639662e-08;-9.0922634982672325e-08
0.00024911300260677886;5.5525406595264301e-05;-5.5525406595264979e-05;9.1920250474769933e-08;-9.1920250474970534e-08
0.00025258200269627848;5.6041219252647892e-05;-5.6041219252647567e-05;9.2929133732427964e-08;-9.2929133732318101e-08
0.00025609931002584595;5.6561389309083068e-05;-5.656138930908338e-05;9.3949413175509017e-08;-9.3949413174273885e-08
0.00025966559729348698;5.7085945526738644e-05;-5.7085945526736991e-05;9.4981218575189706e-08;-9.4981218574076122e-08
0.00026328154656480202;5.7614916705092858e-05;-5.7614916705092126e-05;9.6024681041845567e-08;-9.6024681041839294e-08
0.0002669478494034321;5.8148331677677422e-05;-5.8148331677677747e-05;9.7079933048822504e-08;-9.7079933049038696e-08
0.00027066520700332411;5.868621930876955e-05;-5.8686219308770736e-05;9.8147108433119094e-08;-9.8147108434384363e-08
0.00027443433032283652;5.9228608489987058e-05;-5.9228608489987546e-05;9.922634242112542e-08;-9.9226342421687492e-08
0.00027825594022071258;5.9775528136822472e-05;-5.9775528136822296e-05;1.0031777161396046e-07;-1.0031777161673376e-07
0.00028213076759394707;6.032700718511119e-05;-6.0327007185111156e-05;1.0142153400683742e-07;-1.0142153400818203e-07
0.00028605955351757419;6.0883074587407891e-05;-6.0883074587407505e-05;1.0253776900991808e-07;-1.0253776901088269e-07
0.00029004304938639919;6.144375930930265e-05;-6.1443759309303612e-05;1.0366661743868937e-07;-1.0366661744121497e-07
0.00029408201705870637;6.2009090325654287e-05;-6.2009090325653243e-05;1.048082215423757e-07;-1.048082215425477e-07
0.00029817722900196735;6.2579096616737124e-05;-6.2579096616736569e-05;1.05962724987228e-07;-1.0596272498638972e-07
0.00030232946844057761;6.3153807164326842e-05;-6.3153807164327208e-05;1.0713027289158794e-07;-1.0713027288986365e-07
0.00030653952950565269;6.3733250947700887e-05;-6.3733250947702256e-05;1.0831101182185969e-07;-1.0831101182440806e-07
0.00031080821738690636;6.4317456939549255e-05;-6.4317456939549377e-05;1.0950508979944828e-07;-1.0950508979908303e-07
0.00031513634848664794;6.4906454101821024e-05;-6.4906454101821594e-05;1.1071265631206663e-07;-1.1071265631239209e-07
0.00031952475057592136;6.5500271381475553e-05;-6.5500271381475255e-05;1.1193386232404909e-07;-1.1193386232514076e-07
0.00032397426295281955;6.6098937706162762e-05;-6.6098937706161542e-05;1.1316886028379979e-07;-1.1316886028215558e-07
0.00032848573660300434;6.6702481979808101e-05;-6.6702481979809904e-05;1.1441780412757067e-07;-1.1441780413106292e-07
0.00033306003436245888;6.7310933078126351e-05;-6.731093307812543e-05;1.156808492986525e-07;-1.1568084929636036e-07
0.00033769803108250912;6.7924319844047103e-05;-6.7924319844049651e-05;1.1695815273350949e-07;-1.1695815273403651e-07
0.00034240061379714259;6.8542671083048881e-05;-6.8542671083048651e-05;1.1824987290055884e-07;-1.1824987290250351e-07
0.00034716868189265597;6.9166015558405985e-05;-6.9166015558405877e-05;1.1955616978093112e-07;-1.195561697809185e-07
0.00035200314727966788;6.9794381986367236e-05;-6.9794381986369622e-05;1.2087720488335793e-07;-1.2087720488471906e-07
0.00035690493456752299;7.0427799031226135e-05;-7.0427799031227232e-05;1.2221314126129452e-07;-1.2221314126024703e-07
0.00036187498124112805;7.1066295300310938e-05;-7.1066295300310274e-05;1.2356414350779564e-07;-1.2356414350792074e-07
0.00036691423784024937;7.1709899338885834e-05;-7.1709899338885753e-05;1.249303777642542e-07;-1.2493037776601532e-07
0.00037202366814130658;7.2358639624963008e-05;-7.2358639624963089e-05;1.2631201173781794e-07;-1.2631201173663315e-07
0.00037720424934169976;7.3012544564026656e-05;-7.3012544564026588e-05;1.277092146907469e-07;-1.2770921469239205e-07
0.00038245697224669991;7.3671642483650151e-05;-7.3671642483651276e-05;1.291221574618436e-07;-1.2912215746228014e-07
0.00038778284145894574;7.4335961628057428e-05;-7.433596162805854e-05;1.3055101246703081e-07;-1.3055101246505699e-07
0.00039318287557057704;7.5005530152546216e-05;-7.5005530152547856e-05;1.3199595369464492e-07;-1.3199595369170548e-07
0.00039865810735804387;7.5680376117853205e-05;-7.5680376117853422e-05;1.334571567299202e-07;-1.3345715672960418e-07
0.0004042095839796306;7.636052748441248e-05;-7.6360527484413036e-05;1.3493479875232113e-07;-1.3493479874974832e-07
0.00040983836717572612;7.7046012106519652e-05;-7.7046012106519109e-05;1.3642905852446399e-07;-1.3642905852389372e-07
0.00041554553347188751;7.7736857726405664e-05;-7.7736857726406423e-05;1.3794011643011587e-07;-1.3794011642723437e-07
0.00042133217438472889;7.843309196821428e-05;-7.8433091968214429e-05;1.3946815444847315e-07;-1.3946815444695527e-07
0.00042719939663067764;7.9134742331877844e-05;-7.9134742331877668e-05;1.4101335616784838e-07;-1.4101335617189699e-07
0.00043314832233763982;7.9841836186908178e-05;-7.9841836186908151e-05;1.4257590680314907e-07;-1.4257590680329108e-07
0.00043918008925960861;8.0554400766083027e-05;-8.0554400766081943e-05;1.441559931738653e-07;-1.4415599317249901e-07
0.00044529585099426552;8.1272463159034187e-05;-8.1272463159034512e-05;1.4575380372808977e-07;-1.4575380372580085e-07
0.00045149677720361019;8.1996050305756636e-05;-8.1996050305757124e-05;1.4736952853179075e-07;-1.4736952853089776e-07
0.00045778405383766163;8.2725188989983322e-05;-8.2725188989983214e-05;1.4900335928481539e-07;-1.4900335928534937e-07
0.00046415888336127773;8.3459905832505266e-05;-8.3459905832505198e-05;1.5065548931600718e-07;-1.5065548931293592e-07
0.00047062248498412813;8.4200227284361945e-05;-8.4200227284360102e-05;1.5232611357192757e-07;-1.5232611357039786e-07
0.0004771760948938746;8.4946179619946964e-05;-8.49461796199471e-05;1.5401542864073168e-07;-1.5401542864236918e-07
0.00048382096649259574;8.5697788930013565e-05;-8.5697788930012711e-05;1.557236327429315e-07;-1.5572363274067437e-07
0.00049055837063650455;8.6455081114576561e-05;-8.6455081114578241e-05;1.574509257250775e-07;-1.5745092572604262e-07
0.00049738959587900628;8.7218081875732855e-05;-8.7218081875732652e-05;1.5919750907273134e-07;-1.5919750907358391e-07
0.00050431594871713586;8.7986816710340993e-05;-8.7986816710341724e-05;1.6096358589719679e-07;-1.6096358589786264e-07
0.0005113387538414326;8.8761310902664818e-05;-8.8761310902664154e-05;1.6274936094082335e-07;-1.6274936094162499e-07
0.00051845935438929133;8.954158951685573e-05;-8.9541589516855093e-05;1.6455504058088579e-07;-1.6455504057851558e-07
0.00052567911220184247;9.0327677389374821e-05;-9.0327677389375025e-05;1.6638083281500103e-07;-1.6638083281493991e-07
0.00053299940808440875;9.1119599121309292e-05;-9.111959912131043e-05;1.6822694726859934e-07;-1.6822694726969559e-07
0.00054042164207059149;9.1917379070573617e-05;-9.191737907057336e-05;1.7009359519127505e-07;-1.7009359519048069e-07
