NAtoms;sigma;Deltac;delta;tNoInteractionAbs;tNoInteractionArg;t_storage;t_retrieval;t_to_pass_ensemble;P_success;F_swap;F_CJ;F_CJ_conditional;P_success_tNoInteraction_one;F_swap_tNoInteraction_one;F_CJ_tNoInteraction_one;F_CJ_conditional_tNoInteraction_one;single_photon_storage_retrieval_eff
7585;0.14408552870410843;-6.9586744392595188;0.003891882863534599;0.35176116952708336;0.0074659866373061393;200.94676010869816;189.62500000000003;189.62500000000003;0.11473989005527907;0.98228380439884933;0.11212709666625388;0.97722855244356255;0.52618474945065863;0.8014284376211781;0.4211193825987809;0.80032608896102198;0.93908872671608778
7762;0.14324840604114783;-7.0584566204181796;0.0037683652108842654;0.35674034465587007;0.0063070178859200897;205.03981926959619;194.05000000000001;194.05000000000001;0.11816724897891881;0.98299015225972153;0.11557967773628981;0.97810246692727332;0.52828399572910878;0.80521019465399868;0.4248020947040177;0.80411691086293269;0.93984112795522234
7943;0.14236192125621513;-7.1607347576237537;0.0036494659437129049;0.35957790336507789;0.0058754878290978498;209.16977819083797;198.57499999999999;198.57499999999999;0.12020402056970064;0.98358238513594265;0.11765625259181642;0.978804635936392;0.52967079307279297;0.80748273731186482;0.42712571720150527;0.80639847012067578;0.94054213329089487
8128;0.14153406837094726;-7.3173999874211173;0.0035606983372301389;0.36489691252304407;0.0075709260886270939;213.42287671034441;203.19999999999999;203.19999999999999;0.1238896159662211;0.98382301627177682;0.12131452572832069;0.97921464024392069;0.53185833584870679;0.81112620731776675;0.43083330485098154;0.81005274489772594;0.94126689833251542
8317;0.14064710759643267;-7.4256554929829477;0.0034498899943233665;0.36816523763282849;0.0075021335277074249;217.70101074089871;207.92499999999998;207.92499999999998;0.12626976857804911;0.98439609531362404;0.12373060092301527;0.9798909296846906;0.53339877402906799;0.81364316292561645;0.43342739938028574;0.81257666962066499;0.94193291242750599
8511;0.13984492169531224;-7.5434053270436152;0.00334562854804186;0.37230842237407646;0.0073926543784758447;222.15170402213727;212.77500000000003;212.77500000000003;0.12928741814394898;0.98501167796239053;0.12678490245743895;0.98064378017260956;0.53527927034167899;0.81674191283351161;0.43662030093103188;0.81568692292591272;0.94264742046266925
8709;0.1390207851008563;-7.6607206179118981;0.0032439421575419249;0.37526881999512252;0.0055639145587692441;226.65709763648536;217.72500000000002;217.72500000000002;0.13149602685490436;0.98548666214005842;0.12902760572248856;0.98122816946294877;0.53673741628586757;0.81897381785727552;0.43901391613505608;0.81793052396637145;0.9433286239742561
8912;0.1381961835997754;-7.8077458931423056;0.0031565381612904913;0.38067966639668926;0.0064213911531851922;231.26079973326588;222.79999999999998;222.79999999999998;0.13543131713465978;0.98579807608823733;0.13295117139687243;0.98168705887042851;0.53902948568932585;0.8226309586753725;0.44286558209033233;0.82159806438785732;0.94399765291365134
9120;0.13746057235488471;-7.9373088611579732;0.0030633690811156244;0.38544063009917506;0.0084144278375959617;236.04511643120321;228;228;0.13901162715069917;0.98643567263745724;0.13657462198459822;0.98246905517148531;0.54119434999026139;0.82607315326990927;0.44651471728008502;0.82505428463567643;0.94471680609160325
9332;0.13664399022249193;-8.0620316757208244;0.0029708975107486653;0.38926471745944136;0.0066252629598019148;240.82596570938816;233.30000000000004;233.30000000000004;0.14191844882633184;0.98681335276558402;0.13950011649924188;0.9829597043436592;0.5429748961961175;0.82873364345273715;0.44943466022161865;0.82772640755621052;0.94536056408562408
9549;0.13584341242150907;-8.1731293930059827;0.0028756199428136443;0.39274199882261684;0.0048252146582106747;245.71802072145829;238.72500000000002;238.72500000000002;0.14462414267107415;0.987323436149947;0.1422499961762253;0.98358402372521936;0.54466677305227906;0.83125824618192057;0.45221793720498399;0.83026532841499123;0.94600264782645249
9772;0.13508167539110214;-8.3420606745726076;0.0028020728725121121;0.39747565059978601;0.0071041809922197247;250.76997075298564;244.30000000000001;244.30000000000001;0.14826881666404507;0.9876839072656397;0.14590618563644223;0.98406521964118587;0.54682055302308952;0.83442255299850743;0.45574286335362751;0.83344135628051963;0.94666397223603671
10000;0.13432761166537596;-8.4423425807012684;0.0027070371457915163;0.40058694809218637;0.0057506462416948463;255.9252553653065;250;250;0.15077409586931742;0.98825069824449863;0.14847205680382117;0.98473186622527298;0.54842453613909448;0.83673431976287205;0.45835508247139922;0.83576691462095465;0.94731669938251772
