z;S_dispersion_relation_re;S_dispersion_relation_im;S_kernel_re;S_kernel_im;S_discrete_re;S_discrete_im
0.49241743341299099;0.019443571181366442;-4.7232153776627299e-22;-0.019443180467388764;0;-0.016641866895712721;0.0099477706497113315
0.49250122931170887;0.019443759207389881;-4.2627431001345307e-22;-0.019443028821630161;0;-0.019072089550629723;-0.0032212717703588834
0.49267182108431928;0.01944393759273395;-3.8258765526544301e-22;-0.019442867544023707;0;0.00039924572160521645;-0.019521942237660309
0.49269896686119785;0.019444106337133261;-3.4126170350525773e-22;-0.019442696635327529;0;0.0047371797064221796;-0.018931643575065996
0.49271355387640942;0.01944426544033678;-3.0229657769261425e-22;-0.019442516096314068;0;0.0069817214435485301;-0.018209761183072028
0.49288859315746936;0.019444414902107826;-2.6569239376333559e-22;-0.019442325927769916;0;0.018680600219681272;0.005043043743590203
0.49294513257194239;0.01944455472222404;-2.3144926062901618e-22;-0.019442126130495979;0;0.014360492572999492;0.013074794704281656
0.49309680883602752;0.019444684900477415;-1.9956728017658845e-22;-0.019441916705307344;0;-0.0080692888821062847;0.017743036859970685
0.49318051278472291;0.019444805436674279;-1.7004654726793212e-22;-0.019441697653033361;0;-0.017487985234250731;0.0083310385122802554
0.4932024831432108;0.019444916330635324;-1.4288714973958325e-22;-0.019441468974517546;0;-0.018700470126552522;0.0049674473577561717
0.49340738606691054;0.019445017582195558;-1.1808916840231113e-22;-0.019441230670617694;0;-0.0022336150923494441;-0.019391932938986368
0.4934408944106396;0.01944510919120436;-9.565267704088212e-23;-0.019440982742205778;0;0.003161674567881943;-0.019259714638097829
0.49358725012149618;0.019445191157525434;-7.5577742413770704e-23;-0.019440725190168026;0;0.01901157625131426;-0.0035616287227859542
0.49360620295720048;0.01944526348103684;-5.7864424252900222e-23;-0.019440458015404824;0;0.019330202821812578;-0.00048977709220049946
0.49373724935550883;0.019445326161630978;-4.2512775263459771e-23;-0.019440181218830795;0;0.0092849756911484258;0.017123425666566189
0.49373878522141024;0.019445379199214602;-2.9522841123648564e-23;-0.019439894801374764;0;0.0090665332268568769;0.017242285396946881
0.49390986168545198;0.019445422593708805;-1.8894660484547082e-23;-0.019439598763979739;0;-0.015632154858299586;0.011484482342755698
0.49397361105224263;0.019445456345049014;-1.06282649699626e-23;-0.019439293107602961;0;-0.019245350209182426;0.0018771911104363379
0.49399987491280395;0.019445480453185039;-4.7236791763090286e-24;-0.019438977833215819;0;-0.019189413940311872;-0.002397521644721996
0.49403685357433719;0.019445494918081001;-1.1809206725272392e-24;-0.019438652941803893;0;-0.017559494471310434;-0.0081743729118500998
0.49427026290061521;0.019445499739715377;0;-0.019438318434366979;0;0.014025717171954735;-0.013428453065147179
0.49436372161333014;0.019445494918081001;0;-0.019437974311919039;0;0.019330379250270865;0.00043138917988402414
0.49437320276197988;0.019445480453185039;0;-0.019437620575488212;0;0.019236377797837177;0.0019741022691266664
0.49448313539888461;0.019445456345049014;0;-0.019437257226116788;0;0.010124682949878172;0.016626591019156214
