g1d;NAtoms;OmegaScattering;sigma;Deltac;delta;tNoInteractionAbs;tNoInteractionArg;t_storage;t_retrieval;t_to_pass_ensemble;P_success;F_swap;F_CJ;F_CJ_conditional;P_success_tNoInteraction_one;F_swap_tNoInteraction_one;F_CJ_tNoInteraction_one;F_CJ_conditional_tNoInteraction_one;single_photon_storage_retrieval_eff
0.050000000000000003;1000;1;0.22814852714502204;-2.0709157840329713;0.036402937387808254;0.15734784698928594;0.058084514482015806;33.480466227071389;25;25;0.016926431375271923;0.87844938720005816;0.014663671608762689;0.86631796647845494;0.39118337733382663;0.61463031426009673;0.24022782048368713;0.61410538996058206;0.76751632586940144
0.050000000000000003;1002;1;0.22804872193955825;-2.0725162401769035;0.036278376586581132;0.15731082934747914;0.057960932310283091;33.540050862141229;25.050000000000004;25.050000000000004;0.016941622451076478;0.87926477799343394;0.014690024676241501;0.86709668561337172;0.39135673900956136;0.61486355211596067;0.24042484746488513;0.61433680195043538;0.76783152729296456
0.050000000000000003;1004;1;0.22794370155323132;-2.0748197689633372;0.036167244124974449;0.15746596411181807;0.057842538748156619;33.599040024457992;25.100000000000001;25.100000000000001;0.016988972987365979;0.87961859319992486;0.014736869075012968;0.86743731277765812;0.39153803914139534;0.61508333111361024;0.24062157392873504;0.61455478107923978;0.76814468682208958
0.050000000000000003;1006;1;0.22783635120380508;-2.0777874365429883;0.036068653927164532;0.15780102708483784;0.057726996949789097;33.657738527367663;25.150000000000002;25.150000000000002;0.017066585911723806;0.87953930883750164;0.014802987479144132;0.86736665175518757;0.39172704022004035;0.61529014971754936;0.24081804352753197;0.61475981691807646;0.76845636674635098
0.050000000000000003;1009;1;0.22768931417267607;-2.07900476585883;0.035950780549519772;0.15762711452625011;0.059350504856610087;33.747203961570804;25.225000000000001;25.225000000000001;0.017055810817397772;0.88031744226357234;0.014805541787480057;0.86806437676816106;0.39196571147721737;0.61540622060392347;0.24100915113949922;0.61487304649990449;0.76892474169142977
0.050000000000000003;1011;1;0.22758795580488378;-2.0807224044549946;0.035830943674621009;0.15762902083804214;0.059222713402789021;33.806441172457781;25.275000000000002;25.275000000000002;0.017077479471884014;0.88103707583028379;0.01483610145139793;0.86875241020337701;0.39213846146812203;0.61563652027379734;0.2412049667586928;0.61510152780129934;0.76923507735162078
0.050000000000000003;1013;1;0.22750064374329684;-2.0830511817689548;0.03572264390436497;0.15779491570718795;0.059096435918243137;33.867148067879974;25.325000000000006;25.325000000000006;0.01712669435690245;0.88135314772469464;0.014884052886034444;0.86905578951000717;0.39231972642999879;0.61585263213468933;0.24140052306473567;0.61531579169218376;0.76954720107489694
0.050000000000000003;1016;1;0.22733459831604719;-2.0887972066152578;0.035515762943265902;0.15844982455573134;0.057137074349643713;33.954361727193628;25.399999999999999;25.399999999999999;0.017282973314250168;0.88158006154959201;0.015024549639659306;0.86932667003953856;0.39262022301041744;0.61639169943188543;0.24179607145423973;0.61585231040894228;0.77000655097779702
0.050000000000000003;1018;1;0.22723496319184064;-2.0908767649877555;0.035404834053639284;0.15854980370352434;0.057015332856526588;34.013643793788667;25.450000000000006;25.450000000000006;0.017321301313486408;0.88205625743273275;0.015065780326933341;0.86978339873362098;0.39279608440954511;0.61661366264006934;0.24199085039494236;0.61607246100404833;0.77031374409983666
0.050000000000000003;1020;1;0.22713348153953128;-2.0933735558962354;0.035301816485619288;0.15875937892405179;0.056903344299714109;34.072686335742688;25.5;25.5;0.017378253891404634;0.88226806373689604;0.015118891272208019;0.86998908904685146;0.39297648838242349;0.61682753486469533;0.2421853314490251;0.61628453255794635;0.77061958135040276
0.050000000000000003;1023;1;0.2269853716434227;-2.0950334556599994;0.035195775961098533;0.1587137186460606;0.05849523435254092;34.161620721875671;25.574999999999999;25.574999999999999;0.017388960004042449;0.88273678970778724;0.015135240248611282;0.87039364315593115;0.39321588619780484;0.61693511138215407;0.24237405206696097;0.61638926751050993;0.77107732449403066
0.050000000000000003;1025;1;0.22687898569714893;-2.0969678111573593;0.035084069465250847;0.15877883859179201;0.058373509223639368;34.22002964487406;25.625;25.625;0.01742142428710235;0.88329781454221601;0.015172871749914177;0.8709317619425152;0.39338776626344013;0.61716041250886533;0.24256792185398984;0.6166127741032732;0.77137972181250525
0.050000000000000003;1028;1;0.22673400816242065;-2.1026166847167618;0.034882334880535236;0.15940735029334518;0.056441853809231828;34.309155861430902;25.699999999999999;25.699999999999999;0.017574289764090371;0.88355961586333409;0.015311317155593496;0.87123390823333202;0.39368508691843773;0.6176945911527244;0.24296053324957217;0.61714436569426845;0.77183445054958932
0.050000000000000003;1030;1;0.22663461622050815;-2.1054674556663509;0.034788107943553158;0.15970923081660759;0.056333749318715015;34.368225836285838;25.750000000000004;25.750000000000004;0.017647376817978597;0.88354324918458416;0.015374796357525975;0.87122276109968999;0.39386784860806057;0.61790031938608403;0.24315364515501489;0.61734829591784735;0.77213584216241915
0.050000000000000003;1032;1;0.22653559264221257;-2.1075542038483963;0.034681331489916728;0.15981439870802633;0.056220432437710952;34.427296542305193;25.800000000000001;25.800000000000001;0.017686846507379981;0.88399822792463423;0.015416908761303546;0.87165955530120731;0.39404076061917281;0.61812058637047107;0.2433464737989941;0.61756675481138945;0.77243634849485809
0.050000000000000003;1035;1;0.22640516814270081;-2.1082536285920481;0.034562108092050139;0.15953251729415802;0.05777468958242768;34.517817085648588;25.875;25.875;0.017656936286627262;0.88502619648065306;0.01540734555177827;0.87259450346701695;0.39426619671986379;0.61824396949890359;0.24353319288784747;0.61768722480888727;0.77288902899449374
