kd_ensemble;sigma;Deltac;delta;tNoInteractionAbs;tNoInteractionArg;t_storage;t_retrieval;t_to_pass_ensemble;P_success;F_swap;F_CJ;F_CJ_conditional;P_success_tNoInteraction_one;F_swap_tNoInteraction_one;F_CJ_tNoInteraction_one;F_CJ_conditional_tNoInteraction_one;single_photon_storage_retrieval_eff
0.042000000000000003;0.13423535411267898;-8.3125690094017735;0.0026917698662477221;0.40504417724448394;0.009608953733301482;255.83083579039257;250;250;0.15419312506744665;0.98870136238026163;0.15191498257713024;0.98522539517037544;0.55011570446576497;0.83975139415871669;0.46142445952700617;0.83877710776337555;0.94725207895515051
0.043000000000000003;0.13423728689558581;-8.3147067657377889;0.0026917436713595772;0.40504365581337642;0.009606828907231104;255.83281389432008;250;250;0.1541929489049062;0.98870123114368758;0.15191477167445588;0.985225152987668;0.55011629490505431;0.83975100040566864;0.46142472224447861;0.8387766850718662;0.94725343441145249
0.043999999999999997;0.13423735056036043;-8.3165071121123013;0.0026916411526150489;0.40504212445237542;0.009606768515415795;255.83287905192384;250;250;0.15419210180668272;0.98870337161213728;0.15191429047774141;0.98522744484151914;0.55011605401778996;0.83975165317884526;0.46142490534717462;0.8387773852028918;0.94725347905820179
0.044999999999999998;0.13424801065055308;-8.3183776250979253;0.0026915919286628117;0.40503900580609364;0.0096064133846411569;255.84378908518028;250;250;0.15419068048723558;0.98870065146635988;0.15191230943352693;0.98522367858738868;0.5501189534203349;0.83974780541610372;0.46142506703828612;0.83877325834603711;0.94726095365991236
0.045999999999999999;0.13423931791454324;-8.3190207830801945;0.0026911709968437322;0.4050344602116237;0.0096037573639858095;255.83489253655071;250;250;0.15418777937929853;0.98871200061098496;0.15191141322203749;0.98523640351767938;0.55011524880668383;0.83975338869169014;0.46142524975855098;0.838779239003972;0.94725485868355386
0.047;0.13424225444985438;-8.3197390548125263;0.0026908011342358664;0.40502811287248608;0.0096007040315239586;255.8378979254025;250;250;0.15418421223093665;0.98871809012320644;0.15190884839391369;0.98524256274945377;0.55011497759755967;0.83975405079076604;0.46142540938801357;0.83877994270058298;0.94725691781856891
0.048000000000000001;0.13424233233417845;-8.3225772611037243;0.0026911469826483192;0.40503363246379492;0.0096029300516253021;255.83797763585989;250;250;0.15418746081078649;0.98871161445833544;0.1519110110669856;0.98523583090459943;0.55011613131127712;0.83975261237190768;0.46142553613609388;0.83877841399819153;0.94725697242978091
0.049000000000000002;0.13423752939379416;-8.3259733966723495;0.0026916980772981429;0.40504357042575334;0.0096086095117988799;255.83306207868634;250;250;0.15419311074356376;0.9887028619999062;0.15191524189901856;0.98522716849306269;0.55011656058443303;0.83975214200330883;0.46142563210845972;0.8387779339314021;0.9472536044698594
0.050000000000000003;0.13423749482295461;-8.327788656128984;0.0026917559965628024;0.40504463643876398;0.0096071490823716084;255.83302669722232;250;250;0.15419375100737934;0.98870184490560942;0.15191571695022926;0.98522615837368754;0.5501167817078132;0.83975202127989224;0.46142575023544302;0.83877781150934394;0.94725358022619488
0.051000000000000004;0.13423502192883394;-8.3311777285471926;0.0026923467867810994;0.40505494046011409;0.0096100216112615447;255.83049581719075;250;250;0.15419969252927279;0.9886911793965375;0.15191989583649912;0.98521529676629616;0.55011804488147287;0.839750378643216;0.46142585645483147;0.83877607860372805;0.94725184598818013
0.052000000000000005;0.13423921153916971;-8.3299975565806399;0.0026914696444039436;0.40503985867915204;0.0096042693970875125;255.83478366692214;250;250;0.15419107623916939;0.98870693532665388;0.1519138924819198;0.98523141667603775;0.55011644323957032;0.8397529011150211;0.46142598520027883;0.83877875469963425;0.94725478408872943
0.052999999999999999;0.13423862443356416;-8.3320078305140512;0.0026916500383611245;0.40504289588995501;0.0096054445719906713;255.83418279499315;250;250;0.15419284185787616;0.98870377137918641;0.1519151367529101;0.98522820464606597;0.55011687146808608;0.83975240352936797;0.46142605752573557;0.83877823324039658;0.94725437238203192
0.053999999999999999;0.13423722253231901;-8.334736101998427;0.0026920816837994873;0.40505020495681987;0.0096090641029040209;255.83274802184448;250;250;0.15419705902617004;0.98869596028157347;0.15191805921569612;0.98522021220854072;0.55011787337159102;0.83975104455052585;0.46142610865893047;0.83877679856303911;0.94725338927478653
0.055;0.13421271310238736;-8.3349622181788448;0.0026917157796479754;0.40504976574915791;0.0096108887475247519;255.80766379451967;250;250;0.15419597145419262;0.98871217338781558;0.15191995246372922;0.98523943933814417;0.5501097679010919;0.83976259623251093;0.46142612530509397;0.83878918759366039;0.94723619554898364
0.056000000000000001;0.13423794989612292;-8.3368619374200392;0.0026919083487066875;0.40504732543104527;0.0096071445407731621;255.83349244101453;250;250;0.15419543376427602;0.98869926758933335;0.15191699262004529;0.98522367953052448;0.55011756613484097;0.83975173774665846;0.46142626231838108;0.83877754633503099;0.94725389935579307
0.057000000000000002;0.13427421495183747;-8.338895171061889;0.0026921605370716392;0.40504305710722638;0.0096070033437477536;255.87060763951587;250;250;0.15419417937515134;0.98868133974103822;0.15191235883293888;0.98520164281518796;0.55012857376195734;0.83973612170374101;0.46142628595732105;0.83876080604564618;0.94727931826502287
0.058000000000000003;0.1342390847640848;-8.3377316407005146;0.0026913855379272116;0.40503860309772816;0.0096048344758250491;255.83465391925188;250;250;0.15419041082586299;0.98870923871754668;0.15191364529506385;0.98523406534424218;0.55011622240410918;0.83975382730367254;0.4614263648155682;0.838779781477903;0.94725469518849659
0.059000000000000004;0.13425796433755685;-8.3389226368821987;0.002691390488254643;0.40503433275531442;0.0096041663985609992;255.8539761207895;250;250;0.15418857284843085;0.98870242793476737;0.15191047425463916;0.98522524366295883;0.55012155505530769;0.83974632419454387;0.46142641163747994;0.83877173580498843;0.94726793098835349
0.059999999999999998;0.1342403467969773;-8.3411999157823473;0.0026917613253182675;0.40504445318797261;0.0096059228027654681;255.83594554370362;250;250;0.15419388151687322;0.9887016052028037;0.15191582761767211;0.98522604219576759;0.55011781844138596;0.83975173608473042;0.46142648253678709;0.83877756194867048;0.94725558016744282
0.060999999999999999;0.13423872793482527;-8.3407018593706006;0.0026912412180862154;0.40503641499862242;0.0096039356662169176;255.83428872313686;250;250;0.15418914386072227;0.98871238330903632;0.15191292454754499;0.98523748652996368;0.55011569036739139;0.83975480969484662;0.46142650551524839;0.83878084845587209;0.94725444496257294
0.062;0.13423759384575476;-8.3446835450199437;0.0026921901547741298;0.40505210354124621;0.009607427996467837;255.83312804192937;250;250;0.15419826154492994;0.98869428735830767;0.15191901370439745;0.98521871895508784;0.55011845626569544;0.83975095741999417;0.46142657373787072;0.8387767552285349;0.9472536496683468
0.063;0.134239323088404;-8.3445599488285396;0.0026918145959284653;0.40504549654571698;0.0096066555009354879;255.83489783172635;250;250;0.15419446388862734;0.98870119846726745;0.1519163644049093;0.98522580236497026;0.5501177004549701;0.839752045614515;0.4614265774470197;0.83877791437250759;0.94725486231167511
0.064000000000000001;0.13424058983684467;-8.3449440471170284;0.0026916141874343985;0.40504192452829274;0.0096057164995804953;255.8361942822001;250;250;0.15419243050358439;0.98870473658465574;0.1519149174459774;0.98522941074235137;0.55011740885500637;0.83975250539164992;0.46142660340713776;0.83877840617248178;0.94725575059149048
0.065000000000000002;0.13423698377620846;-8.3483442775131032;0.0026924053375555791;0.40505563927337551;0.0096100722406745991;255.83250366729911;250;250;0.15420030023611409;0.98869052555239878;0.15192043812472794;0.98521493078875211;0.55011895951863066;0.83975030302610154;0.46142662520012073;0.83877608145678495;0.94725322183923477
0.066000000000000003;0.13424120616677052;-8.3466322415665548;0.0026915414468313493;0.40504065872921402;0.0096041362813662698;255.83682506331775;250;250;0.15419172834458827;0.98870601141801073;0.15191443156460385;0.9852307461338321;0.55011737299229624;0.83975268952075566;0.46142668636175005;0.83877861164768519;0.94725618276836898
0.067000000000000004;0.13423996481946185;-8.3483736761777294;0.0026918112065680158;0.40504526269354257;0.0096058943600028871;255.83555460980929;250;250;0.1541943724300856;0.98870127305679045;0.15191629477690471;0.985225935179873;0.55011788680882201;0.83975197807365898;0.46142670607849573;0.8387778640596204;0.94725531231546523
0.068000000000000005;0.13422033184237028;-8.348768878815175;0.0026916509342117794;0.40504723401504916;0.0096051369785994638;255.81546122977556;250;250;0.15419485959949591;0.98871150117526629;0.15191870584945832;0.98523845894766116;0.55011186182562322;0.83976060879282066;0.46142674673216888;0.83878712449656989;0.94724154143699368
0.069000000000000006;0.13424455795917253;-8.3495298453545566;0.0026916188542794725;0.4050410081505188;0.0096050082430252422;255.84025544370752;250;250;0.1541920486501952;0.98870352835392572;0.15191431094504287;0.98522791722989767;0.55011854154142104;0.83975108689345379;0.46142673158012482;0.83877691213100447;0.94725853295257756
0.070000000000000007;0.1342413896472493;-8.350318343268448;0.0026916031671383907;0.4050414330635127;0.0096069912869473674;255.83701284587161;250;250;0.15419218934218432;0.98870504952065097;0.15191474323067988;0.98522982181379948;0.55011759066999599;0.83975245114652186;0.46142674221536628;0.83877838127915183;0.9472563114253626
0.071000000000000008;0.1342274787245327;-8.3523656912443425;0.0026920045867161293;0.40505114350854626;0.0096079632599857228;255.82277572361826;250;250;0.15419737692713378;0.98870225149489355;0.15191960497363161;0.98522820557071766;0.55011497475797255;0.83975618768312832;0.46142676522132325;0.83878241166645506;0.94724655522510592
0.072000000000000008;0.1342402769475661;-8.3527935095426837;0.002691886468687274;0.40504618890535787;0.0096069254287871435;255.83587405650886;250;250;0.15419492258653092;0.98870005054377486;0.15191665354610842;0.98522474668941207;0.55011817307642419;0.83975163656483842;0.46142676193619847;0.83877752911844916;0.94725553118753569
0.072999999999999995;0.13423569302398342;-8.3522774748683197;0.0026914672318490906;0.40504055733786759;0.0096037696047383478;255.83118264877032;250;250;0.15419148845209379;0.98870987114091025;0.15191492169241108;0.98523545766023246;0.55011555607071128;0.83975543949883791;0.46142680557722432;0.8387815986754481;0.94725231663804776
0.073999999999999996;0.13424232463221369;-8.3531185202472322;0.002691496680927572;0.40503952890271033;0.0096027407526389288;255.83796975330924;250;250;0.15419111795539736;0.98870693318655334;0.15191399287344337;0.98523180120781861;0.55011752388995472;0.83975268656845448;0.46142683413013214;0.83877865018245767;0.94725696702929407
0.074999999999999997;0.13426405569145528;-8.3543375071309942;0.0026916562596494067;0.40503700517922547;0.0096034315799758563;255.8602102618479;250;250;0.15419037427403276;0.98869610414025721;0.1519112094326959;0.98521850114141207;0.55012411544854367;0.83974327435713803;0.46142681310161587;0.83876856175518055;0.9472721999677074
0.075999999999999998;0.13424173267208919;-8.3550790848382306;0.0026916660558014538;0.4050422555203359;0.0096046534581915068;255.83736391360256;250;250;0.15419268093545963;0.98870400617416576;0.15191507539245458;0.9852288349279148;0.55011786723798151;0.83975217315397088;0.46142682853275391;0.83877811649615119;0.94725655195356107
0.076999999999999999;0.13424147828132799;-8.3552454058252792;0.0026914948085262529;0.40503948700927073;0.0096038726699873428;255.83710355815384;250;250;0.15419104929486849;0.98870751393400957;0.1519140394158546;0.98523254177575881;0.55011722325621237;0.83975306867995314;0.46142681675974873;0.83877907699109278;0.94725637357558401
0.078;0.13423938183987;-8.3580716673573079;0.0026921944146693806;0.40505137544394021;0.0096079645317820022;255.83495796077597;250;250;0.15419791287248161;0.98869454889235386;0.15191874676647127;0.98521921559408421;0.55011891101880139;0.83975069950282744;0.46142685119664267;0.83877656621928509;0.94725490351054087
0.079000000000000001;0.13423904388167965;-8.3590457264622291;0.0026922967233285909;0.40505316034134597;0.0096066817470128185;255.83461207824689;250;250;0.15419894085397773;0.98869265851668187;0.1519194634074672;0.98521729504829003;0.55011915510301213;0.83975037839361855;0.46142687129342397;0.83877623059138862;0.94725466651990353
0.080000000000000002;0.13424960741714995;-8.358670407935012;0.0026919661497685453;0.4050451017415736;0.0096066319210832557;255.84542328753059;250;250;0.15419459563409948;0.98869553633241969;0.15191549692361681;0.98521933469126943;0.55012099756186394;0.83974768773161612;0.461426824168786;0.83877333570947032;0.9472620730876985
0.081000000000000003;0.13424200362467625;-8.3585503401523127;0.0026917227782306888;0.40504288277693312;0.0096054468071648507;255.83764121917949;250;250;0.15419304334422304;0.98870308712279842;0.15191529478679017;0.98522794214296694;0.5501180683914445;0.83975187099259285;0.46142683401804413;0.8387778197637914;0.94725674194327636
0.082000000000000003;0.13426824794732917;-8.3612196388011473;0.0026923921237198816;0.40504783281629897;0.0096064334102417461;255.86450078155113;250;250;0.1541968108176473;0.98868041665430184;0.15191498582185625;0.98520186647381747;0.55012762542146476;0.83973827204508578;0.46142684023158759;0.83876325948561192;0.94727513759797743
0.083000000000000004;0.13424242960867511;-8.3595488012118153;0.0026916532144891721;0.405041720623456;0.0096032262364246085;255.83807719112349;250;250;0.15419238518024617;0.98870430164536993;0.15191484230831748;0.98522921304274325;0.55011798096656539;0.83975206775979261;0.46142687982816416;0.83877803633582448;0.94725704063690164
0.084000000000000005;0.13424039530113027;-8.3615660012049489;0.0026921202432014179;0.4050496655880309;0.0096071362476035406;255.83599518514959;250;250;0.15419693294771439;0.98869597220016681;0.15191801218806905;0.9852207127853958;0.55011888417842836;0.83975070877357672;0.46142684855560906;0.83877660234246298;0.94725561417954063
0.085000000000000006;0.13422653205441698;-8.3604424298090763;0.0026915686233780116;0.40504386232370793;0.0096046884995201892;255.82180685270467;250;250;0.15419308483079183;0.98871180735361641;0.15191697123712541;0.98523854947085221;0.55011319874599973;0.83975881730684887;0.46142685681647189;0.83878528613439718;0.94724589115895996
0.086000000000000007;0.13424196410265676;-8.362697297374428;0.0026921214623659828;0.40504922078910177;0.0096071701746774305;255.83760077049376;250;250;0.15419671851046338;0.9886954914236189;0.1519177059336731;0.98522009677763911;0.55011930018978095;0.8397500886381738;0.46142683664599982;0.83877594639347519;0.94725671423085078
0.087000000000000008;0.13424150812697871;-8.3626034558216968;0.0026919133131623023;0.40504592001181772;0.0096061621036388992;255.8371341035951;250;250;0.15419478184046786;0.98869977765327388;0.15191649723362116;0.98522463224985235;0.55011849633915366;0.83975125567286701;0.46142684878232937;0.83877719410084151;0.94725639450332078
0.087999999999999995;0.13424428389680501;-8.3613781750570659;0.0026913408668354597;0.40503600472908508;0.0096023255632144283;255.83997495565166;250;250;0.15418909484398355;0.98870996525311172;0.15191249871078566;0.98523503795452283;0.55011742711245881;0.83975278519733243;0.46142684570845988;0.8387788187886871;0.94725834079567728
0.088999999999999996;0.13426889743594025;-8.3631061613811788;0.002691733768799151;0.40503662416555186;0.0096032759374313978;255.86516549327942;250;250;0.15419028995276596;0.98869350226182762;0.15191067623830426;0.9852155818945536;0.55012559537676875;0.83974115336238009;0.4614268404059913;0.83876635496294327;0.94727559268267525
0.089999999999999997;0.13425670629971087;-8.3651599467045443;0.002692235867383003;0.40504767836736066;0.0096058378704832019;255.85268859190566;250;250;0.15419631800427902;0.9886879918243815;0.15191590426250809;0.98521097149863435;0.55012381119017983;0.83974370899627737;0.46142686588415327;0.83876912160167572;0.94726704923437599
